manual_id,relative_path,filename,sha256,page_count,product,module,bridge_type,doc_type,title,edition,issue_date,toc_summary,toc_status,phase1_relevance,survey_priority,research_status,duplicate_or_revision_note,classification_basis,extraction_notes
MAN-046,03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_05.pdf,StDeck_I_05.pdf,8d8ceab2b85d3cbdc819279827960846d4b1c3eb73a32b126c4395921d537d5d,12,APOLLO,鋼床版マニュアル群,鋼床版鈑桁,ユーザーズマニュアル分割冊,鋼床版鈑桁,UNKNOWN,UNKNOWN,第５章   格子解析,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-047,03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_06.pdf,StDeck_I_06.pdf,b8764fad2dde13b74ec5d87cfc8d865d14192ce6d81fcf470b6b972c8cae4a57,29,APOLLO,鋼床版マニュアル群,鋼床版鈑桁,ユーザーズマニュアル分割冊,鋼床版鈑桁,UNKNOWN,UNKNOWN,第６章   断面計算と添接計算,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-048,03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_07.pdf,StDeck_I_07.pdf,a74cd3d766385e2513f53b50198408067fd67cc16478048fb3a9d03bcdc15320,7,APOLLO,鋼床版マニュアル群,鋼床版鈑桁,ユーザーズマニュアル分割冊,鋼床版鈑桁,UNKNOWN,UNKNOWN,第７章   温度差,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-049,03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_08.pdf,StDeck_I_08.pdf,74fbb3242890139db84bd4a42d5a5a78bc4309ec9edc8bd05c24662c3a965aa7,9,APOLLO,鋼床版マニュアル群,鋼床版鈑桁,ユーザーズマニュアル分割冊,鋼床版鈑桁,UNKNOWN,UNKNOWN,第８章   横桁設計,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-050,03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_09.pdf,StDeck_I_09.pdf,0fd52cc0f2b600f27c3051d5581771eda938d24809bab03c043b870c119e8216,5,APOLLO,鋼床版マニュアル群,鋼床版鈑桁,ユーザーズマニュアル分割冊,鋼床版鈑桁,第１版,2008年6月,第９章   二軸応力度の照査,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,
MAN-051,03_鋼床版鈑桁箱桁/01_鋼床版鈑/StDeck_I_10.pdf,StDeck_I_10.pdf,e56feab5a86414ea1fb996fe1635be48c0b2b2bdab5972a17275e10bd83978cd,7,APOLLO,鋼床版マニュアル群,鋼床版鈑桁,ユーザーズマニュアル分割冊,鋼床版鈑桁,UNKNOWN,UNKNOWN,第１０章   横構,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-052,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_00.pdf,StDeck_Box_00.pdf,874f2704350e1d8aadc20f5cc4e47bd0851d3d7e4679376939744ddd0b1d54d6,2,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第１章   はじめに | 第２章   線形変換・デッキ厚 | 第３章   設計データ入力・変更 | 第４章   鋼床版設計 | 第５章   格子解析 | 第６章   断面計算と添接計算 | 第７章   デッキ添接,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-053,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_01.pdf,StDeck_Box_01.pdf,132c58adf3950b9c2b0d2ed2faa67aa6d5741913f0402edfa9aa71acbcbb0827,14,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第１章   はじめに,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-054,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_02.pdf,StDeck_Box_02.pdf,241e4b0bb5d4d234b9b9e160f3b8a27974c0d89411ab8c29a3887607c5f6cec0,7,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第２章   線形変換・デッキ厚,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-055,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_03.pdf,StDeck_Box_03.pdf,962379950057872085231838cc94458ae05d27721b0078d45d964d92afb89dd3,38,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第３章   設計データ入力・変更,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-056,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_04.pdf,StDeck_Box_04.pdf,87b16996117fdcd2505fa13f2570332f1c86ba9c0f68e54ac745d6f6b7a9b8ee,21,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第４章   鋼床版設計,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-057,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_05.pdf,StDeck_Box_05.pdf,f677267a303ed59e62f43a30d08b64d3a352b70ec8c1308bb9e9e131c2641792,13,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第５章   格子解析,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-058,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_06.pdf,StDeck_Box_06.pdf,860436f1f20431e3a3a675c39f42dd21c15c5df8e30c6d881d3e735adf189409,34,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第６章   断面計算と添接計算,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-059,03_鋼床版鈑桁箱桁/02_鋼床版箱/StDeck_Box_07.pdf,StDeck_Box_07.pdf,9c36f4a91d9f83bab8a9fbc2f705967b3b7731836ea1a6a508fac7fb863ff165,10,APOLLO,鋼床版マニュアル群,鋼床版箱桁,ユーザーズマニュアル分割冊,鋼床版箱桁,UNKNOWN,UNKNOWN,第７章   デッキ添接,EXTRACTED_HEAD,low,P3,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found; issue_date_not_found
MAN-060,単体アプリ/PcSlab/マニュアル(ＰＣ床版の設計).pdf,マニュアル(ＰＣ床版の設計).pdf,66823102a03a790e0c816087b52f9492d6bf5a602c5e0fa87b2732b8c4ac8d33,40,APOLLO,PcSlab,PC床版,単体アプリマニュアル,ＰＣ床版の設計,UNKNOWN,2007年11月,１ システムの動作環境と起動 | ２ 操作説明書 | ３ 機能説明書 | ４ 計算書例,EXTRACTED_HEAD,medium,P1,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found
MAN-061,単体アプリ/Section/マニュアル(断面計算).pdf,マニュアル(断面計算).pdf,63bd6bb882ce30b959596874594c33f93e09a3f8301d826fd8d5294f66787104,27,APOLLO,Section,UNKNOWN,単体アプリマニュアル,APOLLO Section 断面計算 ユーザーズ・マニュアル,UNKNOWN,UNKNOWN,1. システムの動作環境と起動 |2. 制限事項 |3. APOLLO システムの入力について |4. 断面計算（SECTION） |5. I 断面計算（I-SECTION）,EXTRACTED_HEAD,high,P0,p0_head_extracted,同モジュール候補: MAN-062（Section）。ハッシュ不一致。発行日は本冊 UNKNOWN、MAN-062 は 2007年11月。新旧関係は未確定→UNKNOWN,path_plus_head_text,
MAN-062,単体アプリ/Section/マニュアル(鋼橋の断面計算).pdf,マニュアル(鋼橋の断面計算).pdf,5ab2f4bfda6a66958d0df2c5f0ff4cfe66f55a6f93b98090c672b36478353f0e,26,APOLLO,Section,UNKNOWN,単体アプリマニュアル,APOLLO SuperDesigner/Section 鋼橋の自動設計システム 鋼橋の断面計算 ユーザーズ・マニュアル,UNKNOWN,2007年11月,1. システムの動作環境と起動 |2. システムの説明 |3. システムの利用方法,EXTRACTED_HEAD,high,P0,p0_head_extracted,同モジュール候補: MAN-061（Section）。ハッシュ不一致。本冊発行日 2007年11月。新旧関係は未確定→UNKNOWN,path_plus_head_text,
MAN-063,単体アプリ/Splice/マニュアル(添接計算).pdf,マニュアル(添接計算).pdf,11036d726b5e31e980cfb0281e410be1f76c59f65a6765923b9c32f3a29837e1,12,APOLLO,Splice,UNKNOWN,単体アプリマニュアル,SuperDesigner/Splice 鋼橋の自動設計システム 添接設計 ユーザーズ・マニュアル,UNKNOWN,2002年4月,１ システムの動作環境と起動 |２ システムの基本操作 |３ 適用範囲と設計機能 |４ 計算書例 ,EXTRACTED_HEAD,high,P0,p0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,
MAN-064,単体アプリ/StDeck/マニュアル(鋼床版の設計).pdf,マニュアル(鋼床版の設計).pdf,20920c720fe878b5d99ff920a3220a95aed7ef7c75712f316fe393334de07231,36,APOLLO,StDeck,鋼床版,単体アプリマニュアル,鋼床版の設計,UNKNOWN,2007年11月,１ システムの動作環境と起動 | ２ システムの説明 | ３ 計算書例,EXTRACTED_HEAD,low,P2,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found
MAN-065,単体アプリ/StDeck/鋼床版の解析方法概要と解析結果の比較.pdf,鋼床版の解析方法概要と解析結果の比較.pdf,dd513f8abc0c113d0eff8053d2f33af273099de89e3bf8bdd839c8a701d2a827,13,APOLLO,StDeck,鋼床版,技術資料,鋼床版の解析方法概要と解析結果の比較,UNKNOWN,1999年4月,１ 鋼床版解析方法の概要 | ２ 等価格子桁法と有限帯板法との解析結果比較,EXTRACTED_HEAD,low,P2,nonp0_head_extracted,完全一致重複なし（Stage0）。版関係は個別UNKNOWN,path_plus_head_text,edition_not_found
