research_result_id,run_id,package_id,handoff_id,linked_primary_result_id,result_relation,feature_id,manual_id,verification_question,topic,required_source_type,evidence_class,document_id,document_title,document_edition,pdf_filename,pdf_sha256,pdf_page_index,pdf_page_number,printed_page_label,chapter,section,clause,table_id,figure_id,anchor_phrase,located_text_summary,applicability_conditions,exclusions,cross_references,errata_status,historical_status,target_status,ocr_used,manual_image_verified,evidence_image_path,evidence_image_sha256,numeric_content_present,formula_present,table_present,location_status,confidence_status,supervisor_review_status,unresolved_reason,notes
R5B-PKG004-0020,LR-20260726-001,PKG-004-RBS-II,H5A-0132,,,F4-P3-022,MAN-062,非合成鋼鈑桁の「適用断面形状」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_definition:適用断面形状,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,91,92,-63-,4章,4.1,適用範囲,UNKNOWN,UNKNOWN,適用範囲,4.1鋼部材・適用断面形状の範囲,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0020.png,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0021,LR-20260726-001,PKG-004-RBS-II,H5A-0133,,,F4-P3-023,MAN-062,非合成鋼鈑桁の「断面諸量の計算方法」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_property:断面諸量の計算方法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面諸量,UNKNOWN,UNKNOWN,断面諸量,5章断面設計一般・部材寸法規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0021.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0022,LR-20260726-001,PKG-004-RBS-II,H5A-0134,,,F4-P3-024,MAN-062,非合成鋼鈑桁の「断面力の適用」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_force_assignment:断面力の適用,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.1,断面力,UNKNOWN,UNKNOWN,断面力,5.1相反応力部材・断面力の適用,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0022.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,YES,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0023,LR-20260726-001,PKG-004-RBS-II,H5A-0136,,,F4-P3-026,MAN-063,添接「添接計算の基本操作」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice:添接計算の基本操作,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,高力ボルト継手,UNKNOWN,UNKNOWN,高力ボルト継手,6.5で継手種別・摩擦/支圧/引張接合・配置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0023.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0024,LR-20260726-001,PKG-004-RBS-II,H5A-0139,,,F4-P3-027,MAN-063,添接「部材寸法入力」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_geometry:部材寸法入力,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,継手寸法,UNKNOWN,UNKNOWN,継手寸法,6.5継手部材寸法・接合面規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0024.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0025,LR-20260726-001,PKG-004-RBS-II,H5A-0148,,,F4-P3-030,MAN-063,添接「適用範囲」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_check:適用範囲,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,継手照査,UNKNOWN,UNKNOWN,継手照査,6.5継手強度照査規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0025.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0026,LR-20260726-001,PKG-004-RBS-II,H5A-0151,,,F4-P3-031,MAN-063,添接「計算方法の種類」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_check:計算方法の種類,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,継手照査,UNKNOWN,UNKNOWN,継手照査,6.5継手強度照査規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0026.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0027,LR-20260726-001,PKG-004-RBS-II,H5A-0157,,,F4-P3-033,MAN-063,添接「フランジ方式の計算方法」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_plate:フランジ方式の計算方法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,添接板,UNKNOWN,UNKNOWN,添接板,6.5継手・添接板設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0027.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0028,LR-20260726-001,PKG-004-RBS-II,H5A-0160,,,F4-P3-034,MAN-063,添接「腹板の計算方法」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_plate:腹板の計算方法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,添接板,UNKNOWN,UNKNOWN,添接板,6.5継手・添接板設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0028.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0029,LR-20260726-001,PKG-004-RBS-II,H5A-0163,,,F4-P3-035,MAN-063,添接「フランジ添接板の必要断面積」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_plate:フランジ添接板の必要断面積,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,添接板,UNKNOWN,UNKNOWN,添接板,6.5継手・添接板設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0029.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0030,LR-20260726-001,PKG-004-RBS-II,H5A-0166,,,F4-P3-036,MAN-008,非合成鋼鈑桁の「girder_geometry」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,girder_geometry:girder_geometry,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,420,421,-392-,11章,11.2,主桁断面,UNKNOWN,UNKNOWN,主桁断面,11.2主桁断面形状・寸法規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0030.png,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,NO,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0031,LR-20260726-001,PKG-004-RBS-II,H5A-0168,,,F4-P3-037,MAN-008,許容応力度・適用範囲が道路橋示方書で鋼種ごとにどう規定されるか確認する。,girder_material:girder_material,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,91,92,-63-,4章,4.1,材料特性値,UNKNOWN,UNKNOWN,材料特性値,4.1材料強度特性値・鋼種,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0031.png,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,YES,YES,YES,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0032,LR-20260726-001,PKG-004-RBS-II,H5A-0170,,,F4-P3-038,MAN-008,非合成鋼鈑桁の「girder_section」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,girder_section:girder_section,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,420,421,-392-,11章,11.2,主桁,UNKNOWN,UNKNOWN,主桁,11.2主桁設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0032.png,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,NO,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0033,LR-20260726-001,PKG-004-RBS-II,H5A-0171,,,F4-P3-039,MAN-008,非合成鋼鈑桁の「flange」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,flange:flange,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,420,421,-392-,11章,11.2,フランジ,UNKNOWN,UNKNOWN,フランジ,11.2主桁・フランジ及びウェブ,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0033.png,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0034,LR-20260726-001,PKG-004-RBS-II,H5A-0172,,,F4-P3-040,MAN-008,非合成鋼鈑桁の「web」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,web:web,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,420,421,-392-,11章,11.2,ウェブ,UNKNOWN,UNKNOWN,ウェブ,11.2主桁・フランジ及びウェブ,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0034.png,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0035,LR-20260726-001,PKG-004-RBS-II,H5A-0173,,,F4-P4-001,MAN-011,床組/横桁「横桁設計」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,cross_girder:横桁設計,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,533,534,-505-,12章,12.3,横桁,UNKNOWN,UNKNOWN,横桁,12.3横桁設計・断面力取扱い,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0534_300dpi-R5B-PKG004-0035.png,3dc7a97067a42a79606065348d69b75178e4fe1f8475638c845cf8475975217c,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0036,LR-20260726-001,PKG-004-RBS-II,H5A-0174,,,F4-P4-002,MAN-011,床組/横桁「横桁断面力計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,cross_girder:横桁断面力計算,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,533,534,-505-,12章,12.3,横桁,UNKNOWN,UNKNOWN,横桁,12.3横桁設計・断面力取扱い,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0534_300dpi-R5B-PKG004-0036.png,3dc7a97067a42a79606065348d69b75178e4fe1f8475638c845cf8475975217c,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0037,LR-20260726-001,PKG-004-RBS-II,H5A-0175,,,F4-P4-003,MAN-011,床組/横桁「横桁断面計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,cross_girder:横桁断面計算,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,533,534,-505-,12章,12.3,横桁,UNKNOWN,UNKNOWN,横桁,12.3横桁設計・断面力取扱い,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0534_300dpi-R5B-PKG004-0037.png,3dc7a97067a42a79606065348d69b75178e4fe1f8475638c845cf8475975217c,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0038,LR-20260726-001,PKG-004-RBS-II,H5A-0176,,,F4-P4-004,MAN-011,床組/横桁「横桁添接計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,cross_girder:横桁添接計算,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,533,534,-505-,12章,12.3,横桁,UNKNOWN,UNKNOWN,横桁,12.3横桁設計・断面力取扱い,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0534_300dpi-R5B-PKG004-0038.png,3dc7a97067a42a79606065348d69b75178e4fe1f8475638c845cf8475975217c,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0039,LR-20260726-001,PKG-004-RBS-II,H5A-0177,,,F4-P4-005,MAN-011,床組/横桁「横桁補剛材計算」の設計・断面力取扱いに関する道路橋示方書規定を確認する。,cross_girder:横桁補剛材計算,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,533,534,-505-,12章,12.3,横桁,UNKNOWN,UNKNOWN,横桁,12.3横桁設計・断面力取扱い,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0534_300dpi-R5B-PKG004-0039.png,3dc7a97067a42a79606065348d69b75178e4fe1f8475638c845cf8475975217c,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0040,LR-20260726-001,PKG-004-RBS-II,H5A-0178,,,F4-P4-006,MAN-011,対傾構/横構「対傾構設計」の配置・断面・照査に関する道路橋示方書規定を確認する。,sway_bracing:対傾構設計,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,11章,11.3.2,対傾構,UNKNOWN,UNKNOWN,対傾構,11.3.2対傾構配置・支点間設置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0040.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,NO,NO,NO,LOCATED,HIGH,APPROVED,,
