handoff_id,package_id,scope_action,handoff_status,research_result_id,linked_primary_result_id,result_relation,blocking_for_apollo_design,historical_status,target_status,notes
H5A-0109,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0012,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0106
H5A-0110,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0111,PKG-008-GAP-JIS-BOLT,SOURCE_GAP,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0112,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0012,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0106
H5A-0113,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0114,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0013,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0115,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0116,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0117,PKG-008-GAP-JIS-BOLT,SOURCE_GAP,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0118,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0012,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0106
H5A-0119,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0120,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0014,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0121,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0122,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0123,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0015,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0124,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0125,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0126,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0016,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0127,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0128,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0129,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0017,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0130,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0018,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0131,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0019,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0132,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0020,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0133,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0021,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0134,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0022,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0135,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0009,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0100
H5A-0136,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0023,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0137,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0138,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0139,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0024,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0140,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0141,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0142,PKG-008-GAP-JIS-BOLT,SOURCE_GAP,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0143,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0012,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0106
H5A-0144,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0145,PKG-008-GAP-JIS-BOLT,SOURCE_GAP,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0146,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0012,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0106
H5A-0147,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0148,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0025,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0149,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0150,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0151,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0026,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0152,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0153,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0154,PKG-008-GAP-JIS-BOLT,SOURCE_GAP,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0155,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0012,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0106
H5A-0156,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0157,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0027,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0158,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0159,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0160,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0028,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0161,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0162,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0163,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0029,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0164,PKG-008-GAP-JIS-BOLT,DUPLICATE_MERGE_CANDIDATE,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0165,PKG-004-RBS-II,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG004-0011,SAME_QUESTION,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0104
H5A-0166,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0030,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0167,PKG-010-GAP-JIS-STEEL,SOURCE_GAP,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0168,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0031,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0169,PKG-010-GAP-JIS-STEEL,SOURCE_GAP,BLOCKED_BY_SOURCE_GAP,,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,JIS source gap
H5A-0170,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0032,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0171,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0033,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0172,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0034,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0173,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0035,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0174,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0036,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0175,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0037,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0176,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0038,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0177,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0039,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0178,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0040,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0179,PKG-007-DDB,EXTERNAL_DESIGN_REFERENCE_LOOKUP,RESEARCHED,R5B-PKG007-0003,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0180,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0041,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0181,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0182,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0042,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0183,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0184,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0043,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0185,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0186,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0044,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0187,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0188,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0045,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0189,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0190,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0046,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0191,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0192,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0047,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0193,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0194,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0048,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0195,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0196,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0049,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0197,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0198,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0050,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0199,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0200,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0051,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0201,PKG-007-DDB,DUPLICATE_MERGE_CANDIDATE,LINKED_TO_PRIMARY_RESULT,,R5B-PKG007-0003,SAME_QUESTION,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,Primary H5A-0179
H5A-0202,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0052,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0203,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0053,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0204,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0054,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0205,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0055,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0206,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0056,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0207,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0057,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0208,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0058,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0209,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0059,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0210,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0060,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0211,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0061,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0212,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0062,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0213,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0063,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0214,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0215,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0064,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0216,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0065,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0217,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0066,,,YES,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0218,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
H5A-0219,PKG-004-RBS-II,EXTERNAL_STANDARD_LOOKUP,RESEARCHED,R5B-PKG004-0067,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,
H5A-0220,PKG-002-APOLLO-RETURN,APOLLO_RETURN_REQUIRED,RETURN_TO_APOLLO,,,,NO,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,APOLLO manual only
