evidence_id,research_result_id,handoff_id,document_id,pdf_filename,pdf_sha256,pdf_page_index,pdf_page_number,printed_page_label,image_path,image_sha256,dpi,image_type,manual_verified,notes
EVID-PKGPKG-057,R5B-PKG004-0045,H5A-0188,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0045.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-058,R5B-PKG004-0046,H5A-0190,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0046.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-059,R5B-PKG004-0047,H5A-0192,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,432,433,-404-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0047.png,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-060,R5B-PKG004-0048,H5A-0194,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0048.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-061,R5B-PKG004-0049,H5A-0196,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,430,431,-402-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0049.png,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-062,R5B-PKG004-0050,H5A-0198,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,432,433,-404-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0050.png,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-063,R5B-PKG004-0051,H5A-0200,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,432,433,-404-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0051.png,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-064,R5B-PKG004-0052,H5A-0202,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0052.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-065,R5B-PKG004-0053,H5A-0203,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0053.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-066,R5B-PKG004-0054,H5A-0204,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0054.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-067,R5B-PKG004-0055,H5A-0205,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0055.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-068,R5B-PKG004-0056,H5A-0206,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0056.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-069,R5B-PKG004-0057,H5A-0207,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0057.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-070,R5B-PKG004-0058,H5A-0208,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0058.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-071,R5B-PKG004-0059,H5A-0209,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0059.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-072,R5B-PKG004-0060,H5A-0210,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0060.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-073,R5B-PKG004-0061,H5A-0211,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0061.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-074,R5B-PKG004-0062,H5A-0212,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,478,479,-450-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0479_300dpi-R5B-PKG004-0062.png,b36da01343e445d6ecca5fcd0344f80ca04e0758cccf964b335225a7252d43c1,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-075,R5B-PKG004-0063,H5A-0213,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,426,427,-398-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0063.png,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-076,R5B-PKG004-0064,H5A-0215,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,478,479,-450-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0479_300dpi-R5B-PKG004-0064.png,b36da01343e445d6ecca5fcd0344f80ca04e0758cccf964b335225a7252d43c1,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-077,R5B-PKG004-0065,H5A-0216,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0065.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-078,R5B-PKG004-0066,H5A-0217,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,200,201,-172-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0066.png,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-079,R5B-PKG004-0067,H5A-0219,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,79,80,-51-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0080_300dpi-R5B-PKG004-0067.png,8fab73e6124f32e74948f4a4c8563e19390fc7f58d5ac3e7419191985d6d72bd,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-080,R5B-PKG004-0068,H5A-0245,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,79,80,-51-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0080_300dpi-R5B-PKG004-0068.png,8fab73e6124f32e74948f4a4c8563e19390fc7f58d5ac3e7419191985d6d72bd,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-081,R5B-PKG004-0069,H5A-0251,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0069.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-082,R5B-PKG004-0070,H5A-0265,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0070.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-083,R5B-PKG005-0001,H5A-0057,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,403,404,-380-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0404_300dpi-R5B-PKG005-0001.png,2772b39a81b0081525f9259326f9b2459191308ae6546bb7ee384b12e14fa07d,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-084,R5B-PKG005-0002,H5A-0059,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0002.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-085,R5B-PKG005-0003,H5A-0061,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0003.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-086,R5B-PKG005-0004,H5A-0063,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0004.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-087,R5B-PKG005-0005,H5A-0065,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,395,396,-372-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0396_300dpi-R5B-PKG005-0005.png,5e7be527e4600d48d249403487b18bc06d8a94cf218b9191a4bf8eb40fd99898,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-088,R5B-PKG005-0006,H5A-0067,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0006.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-089,R5B-PKG005-0007,H5A-0069,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0007.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-090,R5B-PKG005-0008,H5A-0071,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0008.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-091,R5B-PKG005-0009,H5A-0073,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,408,409,-385-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0009.png,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-092,R5B-PKG005-0010,H5A-0077,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,112,113,-89-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0113_300dpi-R5B-PKG005-0010.png,11446fe6fbcb7bc1914360ca3000bf656ccb366aa0902fc642eed7ef8f060750,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-093,R5B-PKG005-0011,H5A-0079,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,400,401,-377-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0011.png,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-094,R5B-PKG005-0012,H5A-0082,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,411,412,-388-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0412_300dpi-R5B-PKG005-0012.png,6662e5e5dd7163705e7590ee2311e2d3fb6651dcb794a85b04380e57ea084e13,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-095,R5B-PKG005-0013,H5A-0087,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,395,396,-372-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0396_300dpi-R5B-PKG005-0013.png,5e7be527e4600d48d249403487b18bc06d8a94cf218b9191a4bf8eb40fd99898,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-096,R5B-PKG005-0014,H5A-0089,DOC-RBS-III,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,398,399,-375-,research/stage5b/page-images/evidence/DOC-RBS-III_pdfp0399_300dpi-R5B-PKG005-0014.png,55614f538ad698bcba4bbf51d19bdab20e99bd32dfd27f8fc77d24b3ed470ccd,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-097,R5B-PKG006-0001,H5A-0081,DOC-R2,R2鋼道路橋設計便覧.pdf,e644cfa559e5e8ff04d904911754ed0fe76b420ce2fc3d0e1840ed96c583b0d6,53,54,-86-,research/stage5b/page-images/evidence/DOC-R2_pdfp0054_300dpi-R5B-PKG006-0001.png,f1e05de5dd2fbf8a99382bba595a69a376152f19e7b4746a1e680a4c0911f698,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-098,R5B-PKG007-0001,H5A-0029,DOC-DDB,2021_デザインデータブック.pdf,ae549dc48c72cac4845e46d37b5f2c241ea4870e9051629479c090c0004d5eb8,167,168,-161-,research/stage5b/page-images/evidence/DOC-DDB_pdfp0168_300dpi-R5B-PKG007-0001.png,ccec5efe1d96aa0edbdbc37b19f653e6cb16aaf8e555d763b5a01e4fe581c97f,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-099,R5B-PKG007-0002,H5A-0058,DOC-DDB,2021_デザインデータブック.pdf,ae549dc48c72cac4845e46d37b5f2c241ea4870e9051629479c090c0004d5eb8,71,72,-65-,research/stage5b/page-images/evidence/DOC-DDB_pdfp0072_300dpi-R5B-PKG007-0002.png,605112e5ea1d3baa28cdb95dfe3872c7d819c5a3cfdcc2eb9bc70fe896e53752,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-100,R5B-PKG007-0003,H5A-0179,DOC-DDB,2021_デザインデータブック.pdf,ae549dc48c72cac4845e46d37b5f2c241ea4870e9051629479c090c0004d5eb8,98,99,-92-,research/stage5b/page-images/evidence/DOC-DDB_pdfp0099_300dpi-R5B-PKG007-0003.png,4ea68100271296f2e671332e51246a498649e9195a444753e182d8968a882f25,300,EVIDENCE_IMAGE,YES,
EVID-PKGPKG-101,R5B-PKG007-0004,H5A-0266,DOC-DDB,2021_デザインデータブック.pdf,ae549dc48c72cac4845e46d37b5f2c241ea4870e9051629479c090c0004d5eb8,27,28,-21-,research/stage5b/page-images/evidence/DOC-DDB_pdfp0028_300dpi-R5B-PKG007-0004.png,a8684d22f53c223092b551978d49d74154aca32fd218a348c93eccf80dcdce16,300,EVIDENCE_IMAGE,YES,
