golden_id,domain,field_path,entity_id,promotion_status,human_confirmation_id,conflict_id,common_layer,common_section,target_id,drawing_sheet_id,resolution_state,mapping_status,mapping_reason
GIN-0118,member,member.AG1,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0119,member,member.AG2,ENT-GIRDER-AG2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0120,member,member.GE1,ENT-XBEAM-GE1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-XBEAM-GE1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0121,member,member.GE2,ENT-XBEAM-GE2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-XBEAM-GE2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0122,member,member.C1-C7,ENT-XBEAM-C1C7,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-XBEAM-C1C7,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0123,member,member.C8-C13,ENT-XBEAM-C8C13,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-XBEAM-C8C13,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0124,member,member.C14-C20,ENT-XBEAM-C14C20,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-XBEAM-C14C20,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0125,member,member.C21-C23,ENT-XBEAM-C21C23,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-XBEAM-C21C23,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0126,member,member.A-L1,ENT-BRACE-AL1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-BRACE-AL1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0127,member,member.A-L2,ENT-BRACE-AL2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-BRACE-AL2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0128,member,member.STUD,ENT-STUD,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-STUD,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0129,member,member.V-STIFF,ENT-STIFF-VSTIFF,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-STIFF-VSTIFF,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0130,member,member.JACK-STIFF,ENT-STIFF-JACKSTIFF,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-STIFF-JACKSTIFF,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0131,member,member.SOLE-PL,ENT-SOLEPL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-SOLEPL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0132,member,member.NOSE,ENT-NOSE,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-NOSE,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0133,member,member.H-NO1,ENT-NOSE-HNO1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-NOSE-HNO1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0134,member,member.S1,ENT-SUPPORT-PU15,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-SUPPORT-PU15,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0135,member,member.S2,ENT-SUPPORT-AR2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-SUPPORT-AR2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0136,member,member.PR1,ENT-SUPPORT-PR1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-SUPPORT-PR1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0137,member,member.PR2,ENT-SUPPORT-PR2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,member,SM-SUPPORT-PR2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0138,support_restraint,support_restraint.PU15,ENT-SUPPORT-PU15,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,support_restraint,SUPPO-SUPPORT-PU15,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0139,support_restraint,support_restraint.PR1,ENT-SUPPORT-PR1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,support_restraint,SUPPO-SUPPORT-PR1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0140,support_restraint,support_restraint.PR2,ENT-SUPPORT-PR2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,support_restraint,SUPPO-SUPPORT-PR2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0141,support_restraint,support_restraint.AR2,ENT-SUPPORT-AR2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,support_restraint,SUPPO-SUPPORT-AR2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
