golden_id,domain,field_path,entity_id,promotion_status,human_confirmation_id,conflict_id,common_layer,common_section,target_id,drawing_sheet_id,resolution_state,mapping_status,mapping_reason
G-RPT-0646,report,report.table.CAL-TBL-P01319-026,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00646,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0647,report,report.table.CAL-TBL-P01319-027,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00647,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0648,report,report.table.CAL-TBL-P01319-028,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00648,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0649,report,report.table.CAL-TBL-P01319-029,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00649,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0650,report,report.table.CAL-TBL-P01322-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00650,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0651,report,report.table.CAL-TBL-P01322-002,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00651,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0652,report,report.table.CAL-TBL-P01322-003,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00652,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0653,report,report.table.CAL-TBL-P01322-004,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00653,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0654,report,report.table.CAL-TBL-P01322-005,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00654,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0655,report,report.table.CAL-TBL-P01322-006,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00655,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0656,report,report.table.CAL-TBL-P01322-007,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00656,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0657,report,report.table.CAL-TBL-P01322-008,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00657,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0658,report,report.table.CAL-TBL-P01322-009,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00658,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0659,report,report.table.CAL-TBL-P01322-010,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00659,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0660,report,report.table.CAL-TBL-P01322-011,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00660,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0661,report,report.table.CAL-TBL-P01322-012,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00661,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0662,report,report.table.CAL-TBL-P01322-013,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00662,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0663,report,report.table.CAL-TBL-P01322-014,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00663,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0664,report,report.table.CAL-TBL-P01322-015,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00664,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0665,report,report.table.CAL-TBL-P01322-016,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00665,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0666,report,report.table.CAL-TBL-P01947-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00666,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0667,report,report.table.CAL-TBL-P01947-002,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00667,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0668,report,report.table.CAL-TBL-P01947-003,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00668,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0669,report,report.table.CH5-TBL-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00669,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0670,report,report.table.CH5-TBL-002,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00670,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0671,report,report.table.CH5-TBL-003,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00671,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0672,report,report.table.CH5-TBL-004,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00672,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0673,report,report.table.CH5-TBL-005,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00673,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0674,report,report.table.CH5-TBL-006,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00674,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0675,report,report.table.CH5-TBL-007,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00675,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0676,report,report.table.CH5-TBL-008,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00676,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0677,report,report.table.CH5-TBL-009,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00677,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0678,report,report.table.CH5-TBL-010,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00678,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0679,report,report.table.CH5-TBL-011,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00679,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0680,report,report.table.CH5-TBL-012,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00680,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0681,report,report.table.CH5-TBL-013,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00681,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0682,report,report.table.CH5-TBL-014,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00682,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0683,report,report.table.CH5-TBL-015,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00683,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0684,report,report.table.CH5-TBL-016,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00684,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0685,report,report.table.CH5-TBL-017,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00685,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0686,report,report.table.CH5-TBL-018,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00686,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0687,report,report.table.CH5-TBL-019,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00687,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0688,report,report.table.CH5-TBL-020,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00688,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0689,report,report.table.CH5-TBL-021,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00689,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0690,report,report.table.CH5-TBL-022,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00690,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0691,report,report.table.CH5-TBL-023,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00691,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0692,report,report.table.CH5-TBL-024,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00692,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0693,report,report.table.CH5-TBL-025,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00693,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0694,report,report.table.CH5-TBL-026,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00694,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0695,report,report.table.CH5-TBL-027,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00695,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0696,report,report.table.CH5-TBL-028,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00696,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0697,report,report.table.CH5-TBL-029,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00697,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0698,report,report.table.CH5-TBL-030,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00698,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0699,report,report.table.CH5-TBL-031,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00699,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0700,report,report.table.CH5-TBL-032,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00700,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0701,report,report.table.CH5-TBL-033,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00701,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0702,report,report.table.CH5-TBL-034,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00702,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0703,report,report.table.CH5-TBL-035,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00703,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0704,report,report.table.CH5-TBL-036,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00704,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0705,report,report.table.CH5-TBL-037,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00705,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0706,report,report.table.CH5-TBL-038,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00706,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0707,report,report.table.CH5-TBL-039,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00707,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0708,report,report.table.CH5-TBL-040,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00708,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0709,report,report.table.CH5-TBL-041,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00709,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0710,report,report.table.CH5-TBL-042,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00710,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0711,report,report.table.CH5-TBL-043,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00711,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0712,report,report.table.CH5-TBL-044,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00712,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0713,report,report.table.CH5-TBL-045,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00713,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0714,report,report.table.CH5-TBL-046,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00714,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0715,report,report.table.CH5-TBL-047,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00715,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0716,report,report.table.CH5-TBL-048,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00716,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0717,report,report.table.CH5-TBL-049,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00717,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0718,report,report.table.CH5-TBL-050,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00718,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0719,report,report.table.CH5-TBL-051,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00719,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0720,report,report.table.CH5-TBL-052,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00720,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0721,report,report.table.CH5-TBL-053,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00721,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0722,report,report.table.CH5-TBL-054,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00722,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0723,report,report.table.CH5-TBL-055,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00723,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0724,report,report.table.CH5-TBL-056,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00724,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0725,report,report.figure.CAL-FIG-P00118-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00725,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0726,report,report.figure.CAL-FIG-P00121-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00726,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0727,report,report.figure.CAL-FIG-P00121-002,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00727,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0728,report,report.figure.CAL-FIG-P00122-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00728,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0729,report,report.figure.CAL-FIG-P00123-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00729,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0730,report,report.figure.CAL-FIG-P00126-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00730,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0731,report,report.figure.CAL-FIG-P00129-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00731,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0732,report,report.figure.CAL-FIG-P00130-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00732,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0733,report,report.figure.CAL-FIG-P00131-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00733,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0734,report,report.figure.CAL-FIG-P00133-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00734,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0735,report,report.figure.CAL-FIG-P00137-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00735,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0736,report,report.figure.CAL-FIG-P00138-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00736,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0737,report,report.figure.CAL-FIG-P00142-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00737,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0738,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00738,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0739,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-002,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00739,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0740,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-003,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00740,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0741,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-004,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00741,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0742,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-005,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00742,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0743,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-006,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00743,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0744,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-007,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00744,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0745,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-008,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00745,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0746,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-009,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00746,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0747,report,report.figure.SRC-calculation_chapter_03_section_3_2_figures-010,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00747,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0748,report,report.figure.CAL-FIG-P00678-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00748,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0749,report,report.figure.CAL-FIG-P00687-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00749,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0750,report,report.figure.CAL-FIG-P00704-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00750,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0751,report,report.figure.CAL-FIG-P00735-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00751,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0752,report,report.figure.CAL-FIG-P00766-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00752,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0753,report,report.figure.CAL-FIG-P00777-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00753,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0754,report,report.figure.CAL-FIG-P00790-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00754,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
G-RPT-0755,report,report.figure.CAL-FIG-P00818-001,ENT-LINE-ACL,APPROVED_REPORT_DRAWING_GOLDEN,,,reportSpecification,report_item,RPT-00755,,CONFIRMED,MAPPED,promotion APPROVED_REPORT_DRAWING_GOLDEN
