source_gap_id,jis_number,jis_title,edition_year,revision_status,issuing_body,material_or_product,cited_by_primary_standard,citing_volume,citing_chapter,citing_clause,citing_table,applicability,replacement_standard,equivalence_status,project_specific_override,adoption_status,evidence_location,evidence_checksum,reviewed_by,reviewed_at,notes
JIS-021,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-021),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-021 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-022,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-022),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-022 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-023,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-023),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-023 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-024,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-024),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-024 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-025,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-025),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-025 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-026,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-026),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-026 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-027,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-027),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-027 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-028,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-028),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-028 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-029,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-029),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-029 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-030,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-030),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-030 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-031,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-031),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-031 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-032,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-032),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-032 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-033,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-033),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-033 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
JIS-034,,,,,,,,,,,,"Acceptance blocked until: (a) original gap-generation provenance mapping this source_gap_id to a requirement_id and 道路橋示方書 R7 volume/chapter/clause/table locator, OR supervisor record that JIS-001..034 are synthetic placeholders requiring supersession by a new cited-JIS inventory; (b) human visual confirmation against licensed 道路橋示方書・同解説 Ver2.00 + 20260331 errata overlay; (c) JIS standard designation (number/title) and JISC official approval/establishment/status metadata for each actually cited JIS; (d) supervisor equivalence decision if cited edition differs from current JIS.",,,,BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT,docs/apollo/handoffs/APOLLO-FRAME-HANDOFF-20260726-001/apollo_frame_team_handoff/standards/jis_source_gaps.csv (source_gap_id=JIS-034),6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd,Codex; Grok 4.5 independent audit,2026-07-27,Historical handoff placeholder slot JIS-034 — not evidence of a distinct identified JIS (immutable jis_source_gaps.csv SHA256 6172927555afe28f442d6ea94c938452bceedfa6809d62d09d6e83f2afdb98fd). Acquisition owner EXTERNAL_JIS_RESEARCH; method licensed copies via JSA or other licensed official provider / organizational standards library — no 道示/DDB substitution per handoff interim_treatment. Non-duplication: one register row per source_gap_id; after identification duplicate jis_number values require supervisor merge before any row advances beyond BLOCKED_WITH_EXACT_EVIDENCE_REQUIREMENT. Row not resolved at DS-02.
