table_id,pdf_page_number,printed_page_number,chapter_id,section_id,title_raw,header_raw,row_key,column_key,cell_raw_text,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_locator,confidence,verification_status
CAL-TBL-P00223-001,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG1,Rd,1205.1 kN,1205.1,kN,1205.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-002,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG1,RL最大,737.8 kN,737.8,kN,737.8,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-003,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG1,RL最小,-128.0 kN,-128.0,kN,-128.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-004,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG1,合計係数考慮最大,2187.6 kN,2187.6,kN,2187.6,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-005,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG1,合計係数考慮最小,1105.4 kN,1105.4,kN,1105.4,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-006,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG2,Rd,1200.7 kN,1200.7,kN,1200.7,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-007,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG2,RL最大,749.0 kN,749.0,kN,749.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-008,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG2,RL最小,-137.8 kN,-137.8,kN,-137.8,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-009,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG2,合計係数考慮最大,2197.1 kN,2197.1,kN,2197.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-010,223,218,CAL-CH3,CAL-SEC-3.1.8,上部工反力 死荷重/活荷重,支点/主桁/死荷重Rd/活荷重RL最大/活荷重RL最小/合計係数考慮最大/最小,PU15 AG2,合計係数考慮最小,1088.5 kN,1088.5,kN,1088.5,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
