asset_id,file_name,normalized_title,relative_source_path,source_root,extension,file_size_bytes,sha256,page_count,document_type,publisher_or_author,publication_or_project_date,project_name,edition_or_revision,text_layer_status,toc_status,ocr_required,road_relation,bridge_relation,liner_relation,spacer_relation,apollo_relation,rule_engine_relation,priority,duplicate_group_id,version_family_id,review_status,notes
DOC-X0-0056,JIP-LINER_マニュアル.pdf,JIP-LINER マニュアル,spacer-clone-liner-r1-planning/マニュアル/JIP-LINER_マニュアル.pdf,SR-03,.pdf,3742659,a0341e48b4e3d1dc52c04af908e676990d1cf1a12595e412eb9eafc5a1dab29c,183,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P0,DG-2,,PENDING,JIP-LINER本体の操作マニュアル。LINER機能の正本。
DOC-X0-0057,SPACER操作マニュアル.pdf,SPACER 操作マニュアル,spacer-clone-liner-r1-planning/マニュアル/SPACER操作マニュアル.pdf,SR-03,.pdf,2229905,e08681a290904c13c702ed864e0753d85e5c43201a5881c48766c0417aa7d012,199,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,SUPPORTING,SUPPORTING,SUPPORTING,DIRECT,NONE,FUTURE,P1,DG-4,,PENDING,SPACER操作マニュアル。
DOC-X0-0058,001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,サンプル_LINER計算書_高架橋（入力結果・出力結果）,spacer-clone/001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,SR-04,.pdf,524395,29d3e3a6957fe3c6dde4436fa27851df7fbf6002bb7c6bad642915ebedf2d505,84,SAMPLE_DATA,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P0,DG-1,,PENDING,LINERの計算書サンプル（高架橋）。入力→出力の流れの参照。
DOC-X0-0059,level2-type2.xls,level2-type2（レベル2地震動設計データ）.xls,spacer-clone/level2-type2.xls,SR-04,.xls,834560,5949b98b1ab59d525342aab8b3d65fed25db218bb22b4e26bf8b64ab1bdba220,,SOFTWARE_DATA,,,,,,N/A,N/A,NONE,SUPPORTING,SUPPORTING,SUPPORTING,SUPPORTING,FUTURE,P1,DG-3,VF-2,PENDING,レベル2地震動（type2）の設計データ。XLS/CSVで同一データ。
DOC-X0-0060,2021_デザインデータブック.pdf,デザインデータブック（2021）,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/2021_デザインデータブック.pdf,SR-04,.pdf,80763462,ae549dc48c72cac4845e46d37b5f2c241ea4870e9051629479c090c0004d5eb8,306,REFERENCE,<9044936389EB8F74>,2021,,,NO,UNKNOWN,YES,NONE,SUPPORTING,REFERENCE_ONLY,REFERENCE_ONLY,REFERENCE_ONLY,REFERENCE_ONLY,P2,,,PENDING,設計データブック。テキスト層なし(OCR必須)。
DOC-X0-0061,20220101_合成桁の設計例と解説令和4年1月_日本橋梁建設協会.pdf,合成桁の設計例と解説,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/20220101_合成桁の設計例と解説令和4年1月_日本橋梁建設協会.pdf,SR-04,.pdf,9342643,03fc6e5ab267a49e88af7506266a62ab1aec031bb3cc2072f56a65db85c5bf44,233,GUIDELINE,日本橋梁建設協会,令和4年1月,,,NO,UNKNOWN,YES,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P1,,,PENDING,合成桁の設計例。テキスト層なし(OCR必須)。
DOC-X0-0062,20220102_令和4年1月 鋼橋構造詳細の手引き(改訂3版).pdf,鋼橋構造詳細の手引き,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/20220102_令和4年1月 鋼橋構造詳細の手引き(改訂3版).pdf,SR-04,.pdf,10814102,924775666c6b8bcf68a710e03e87340bd4d6f1f375aaed33c756fc99e1482a58,127,GUIDELINE,日本道路協会,令和4年1月,,改訂3版,NO,UNKNOWN,YES,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P1,,,PENDING,鋼橋構造詳細。テキスト層なし(OCR必須)。
DOC-X0-0063,H31道路橋支承便覧.pdf,道路橋支承便覧,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/H31道路橋支承便覧.pdf,SR-04,.pdf,28566679,437b91ac0471339b375819caed1ebee0e1a7f7dabbee447f3e5ec1fef4fa6306,616,GUIDELINE,日本道路協会,令和元年(H31),,,NO,UNKNOWN,YES,NONE,DIRECT,REFERENCE_ONLY,REFERENCE_ONLY,SUPPORTING,FUTURE,P1,,,PENDING,支承便覧。テキスト層なし(OCR必須)。
DOC-X0-0064,R2鋼道路橋設計便覧.pdf,鋼道路橋設計便覧,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/R2鋼道路橋設計便覧.pdf,SR-04,.pdf,16403402,e644cfa559e5e8ff04d904911754ed0fe76b420ce2fc3d0e1840ed96c583b0d6,325,GUIDELINE,日本道路協会,令和2年(R2),,,NO,UNKNOWN,YES,NONE,DIRECT,REFERENCE_ONLY,REFERENCE_ONLY,DIRECT,DIRECT,P1,,,PENDING,鋼道路橋設計便覧。テキスト層なし(OCR必須)。
DOC-X0-0065,令和3年6月_細幅箱桁橋の設計例と解説～道示　平成29年11月版対応.pdf,細幅箱桁橋の設計例と解説（道示H29対応）,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/令和3年6月_細幅箱桁橋の設計例と解説～道示　平成29年11月版対応.pdf,SR-04,.pdf,113250736,755f4505fff7feed8d100ac519b4fd17a836173e5651763454c239c9e8c9e0c7,129,GUIDELINE,<9044936389EB8F74>,令和3年6月,,道示H29対応,NO,UNKNOWN,YES,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P1,,,PENDING,細幅箱桁橋の設計例。テキスト層なし(OCR必須)。
DOC-X0-0066,道路橋示方書・同解説　Ⅰ　共通編.pdf,道路橋示方書・同解説 Ⅰ 共通編,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/道路橋示方書・同解説　Ⅰ　共通編.pdf,SR-04,.pdf,201333703,91e0e96028f057e18d768ce5f068a04853dc442b438165206a304916948f66b3,388,STANDARD,日本道路協会,平成29年11月,,平成29年11月版,NO,UNKNOWN,YES,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P0,,VF-3,PENDING,道示本体。テキスト層なし(OCR必須)。APOLLO/上部工の基準の正本。
DOC-X0-0067,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,道路橋示方書・同解説 Ⅱ 鋼部材・鋼上部構造編,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,SR-04,.pdf,66301903,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,821,STANDARD,日本道路協会,平成29年11月,,平成29年11月版,NO,UNKNOWN,YES,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P0,,VF-3,PENDING,道示本体。テキスト層なし(OCR必須)。APOLLO/上部工の基準の正本。
DOC-X0-0068,道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,道路橋示方書・同解説 Ⅲ コンクリート部材・コンクリート上部構造編,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/道路橋示方書・同解説　Ⅲ　コンクリート部材・コンクリート上部構造編.pdf,SR-04,.pdf,45896740,5e21dcbb0729210167d2a644283d844e336e9169fe46fd3791676a0c1df1c221,519,STANDARD,日本道路協会,平成29年11月,,平成29年11月版,NO,UNKNOWN,YES,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P0,,VF-3,PENDING,道示本体。テキスト層なし(OCR必須)。APOLLO/上部工の基準の正本。
DOC-X0-0069,道路橋示方書・同解説　Ⅳ　下部構造編.pdf,道路橋示方書・同解説 Ⅳ 下部構造編,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/道路橋示方書・同解説　Ⅳ　下部構造編.pdf,SR-04,.pdf,65235035,1eca48174656818582f28b44d1d7a1ff015dc8599424b3e1d28a7e85e3021cd6,740,STANDARD,日本道路協会,平成29年11月,,平成29年11月版,NO,UNKNOWN,YES,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P0,,VF-3,PENDING,道示本体。テキスト層なし(OCR必須)。APOLLO/上部工の基準の正本。
DOC-X0-0070,道路橋示方書・同解説　Ⅴ　上下部接続部編.pdf,道路橋示方書・同解説 Ⅴ 上下部接続部編,spacer-clone/local-archive/restricted-pdf/bridge-standards/260726_設計基準/道路橋示方書・同解説　Ⅴ　上下部接続部編.pdf,SR-04,.pdf,21135544,1f06b4b40cb7e48018c23329f75e6c6cc4c331fb21ec5f47d9c49de9372f82c0,210,STANDARD,日本道路協会,平成29年11月,,平成29年11月版,NO,UNKNOWN,YES,SUPPORTING,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P0,,VF-3,PENDING,道示本体。テキスト層なし(OCR必須)。APOLLO/上部工の基準の正本。
DOC-X0-0071,Grider_I_00.pdf,APOLLO マニュアル Grider_I_00,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_00.pdf,SR-04,.pdf,136181,ea20162a245b4028a2a9e63f9be372ca792353ded87320266890341a161691eb,2,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0072,Grider_I_01.pdf,APOLLO マニュアル Grider_I_01,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_01.pdf,SR-04,.pdf,591221,034a95cd2188b212f07a156e3e7fdd2a70f1633cbf7c9a72257be17d016727f3,14,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0073,Grider_I_02.pdf,APOLLO マニュアル Grider_I_02,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_02.pdf,SR-04,.pdf,762605,e28d38553a5d9d12fef79e7dd78322723d2d4871cdad79b9d1eaa8669693154e,19,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0074,Grider_I_03.pdf,APOLLO マニュアル Grider_I_03,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_03.pdf,SR-04,.pdf,338414,ce9ff3acf5465899c8c5ca2f7a975ea21f67b9d9a31421bdfc3f719f355cdccd,7,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0075,Grider_I_04.pdf,APOLLO マニュアル Grider_I_04,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_04.pdf,SR-04,.pdf,1271657,b5f95000b4fdd359c2db89bfc59f4a92b2d42e0a9ed5051ef67361c3006e1403,34,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0076,Grider_I_05.pdf,APOLLO マニュアル Grider_I_05,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_05.pdf,SR-04,.pdf,475362,b601ff51aa5f8dbf2dcde5e0c794fa8f298fb91dd9adc64787ce534f3d50a4af,11,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0077,Grider_I_06.pdf,APOLLO マニュアル Grider_I_06,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_06.pdf,SR-04,.pdf,446926,0decd466d76f6dfe719e3b69799f1be3e37a82c1d37f394e80aad4d02ea89ed6,12,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0078,Grider_I_07.pdf,APOLLO マニュアル Grider_I_07,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_07.pdf,SR-04,.pdf,1232721,280f7fa17cee5facca1222528192e1761bb9c0a5e14a319c5ccfd048f6d161c9,29,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0079,Grider_I_08.pdf,APOLLO マニュアル Grider_I_08,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_08.pdf,SR-04,.pdf,1137992,efc17a18d8026d110a3b49dbfdc5c9516675ccc6ad8c048fec20ab086f73901b,23,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0080,Grider_I_09.pdf,APOLLO マニュアル Grider_I_09,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_09.pdf,SR-04,.pdf,338679,792072d03d668e7580f326224c49850b798f69f52d7249ad538e9e32b2624eac,6,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0081,Grider_I_10.pdf,APOLLO マニュアル Grider_I_10,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_10.pdf,SR-04,.pdf,808399,2440f7f6c444aa17209567806a86b3f7e047b30a580e37e7f6acb7e2c627210f,17,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0082,Grider_I_11.pdf,APOLLO マニュアル Grider_I_11,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_11.pdf,SR-04,.pdf,636586,a537888752465d95364f06b245d899e895c8278b68a0a7e8b139925bc4200c72,15,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0083,Grider_I_12.pdf,APOLLO マニュアル Grider_I_12,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_12.pdf,SR-04,.pdf,376578,c9cfb46fe9386de7c8dc3db211481ca421515186097f9b7ba389f8a504e2fe40,6,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0084,Grider_I_13.pdf,APOLLO マニュアル Grider_I_13,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/01_非合成鈑/Grider_I_13.pdf,SR-04,.pdf,709607,dd9f927e7e459360b8b4130f8c4ac39d1138c42728084d469eec04ed6b660023,14,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0085,CompGrd_I_00.pdf,APOLLO マニュアル CompGrd_I_00,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/02_合成鈑桁/CompGrd_I_00.pdf,SR-04,.pdf,135979,29d56ce6d8be396218fecd6e20c38d42ca762fd3e2575c0987178e4499cba4ff,2,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0086,CompGrd_I_01.pdf,APOLLO マニュアル CompGrd_I_01,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/02_合成鈑桁/CompGrd_I_01.pdf,SR-04,.pdf,568987,6b290beac3d537154664f5eca703984e1d17d3f9ae680a6dd3b44a1012a0a591,13,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0087,CompGrd_I_02.pdf,APOLLO マニュアル CompGrd_I_02,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/02_合成鈑桁/CompGrd_I_02.pdf,SR-04,.pdf,1228439,bd37c7e4934aec24b95acb00c9129c0f5e538e222bbfbb240b05010b9c02a938,34,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0088,CompGrd_I_03.pdf,APOLLO マニュアル CompGrd_I_03,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/02_合成鈑桁/CompGrd_I_03.pdf,SR-04,.pdf,2376716,cec21eab4fdc49f28f9bfea66b0b2e5edeb7e43a9c683915903ae56054e10f29,60,SOFTWARE_MANUAL,1988028,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0089,CompGrd_I_04.pdf,APOLLO マニュアル CompGrd_I_04,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/02_合成鈑桁/CompGrd_I_04.pdf,SR-04,.pdf,1111951,5b5c57efaef4aab04dfe3a3e10d11f9d099ea6e3ed5a3fcbc1f991c575bd1b33,16,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0090,CompGrd_I_05.pdf,APOLLO マニュアル CompGrd_I_05,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_コンクリート床版系鈑桁/02_合成鈑桁/CompGrd_I_05.pdf,SR-04,.pdf,664795,641978ff27a6d96cc5091cd31e1d8937c88b34c29e440da358a8f232a5223c73,9,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0091,01_鋼橋自動設計システム_APOLLO_ユーザーズマニュアル_SuperDesigner_鋼橋の自動設計製図システム.pdf,APOLLO ユーザーズマニュアル SuperDesigner（鋼橋の自動設計製図システム）,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/01_鋼橋自動設計システム_APOLLO_ユーザーズマニュアル_SuperDesigner_鋼橋の自動設計製図システム.pdf,SR-04,.pdf,1369497,f91b41f4760d6fe9a0f7d047b52b46d241f93b3ef43a0c186bebc7b14cc0a690,30,SOFTWARE_MANUAL,長崎富彦,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P0,,,PENDING,APOLLO SuperDesigner の主マニュアル。権利不明のため参照専用。
DOC-X0-0092,Girder_Box_00.pdf,APOLLO マニュアル Girder_Box_00,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_00.pdf,SR-04,.pdf,136273,e3bbf2e28c00921ecd15c75d0768e949ba788d14dba8d88fa4f768a303a81e48,2,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0093,Girder_Box_01.pdf,APOLLO マニュアル Girder_Box_01,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_01.pdf,SR-04,.pdf,595122,a8e1b60ea04e0bdd4d9a8afe35904a5d3fee9f5159806f1fad4d9c34d9105cd8,14,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0094,Girder_Box_02.pdf,APOLLO マニュアル Girder_Box_02,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_02.pdf,SR-04,.pdf,865949,08042f18ae0abea5edf5a5c017141e9489f1fca0a8069bd770080bd97bfa059d,20,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0095,Girder_Box_03.pdf,APOLLO マニュアル Girder_Box_03,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_03.pdf,SR-04,.pdf,394233,22397675446fbaee73a0e215802c92af7825a0ec1c491686825567a62d79232a,9,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0096,Girder_Box_04.pdf,APOLLO マニュアル Girder_Box_04,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_04.pdf,SR-04,.pdf,1450164,e73071e0e1aa58401121435c3b33af0db0f08f1dfd9a2d9be0852e80f070c215,38,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0097,Girder_Box_05.pdf,APOLLO マニュアル Girder_Box_05,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_05.pdf,SR-04,.pdf,546277,5a950a80c86b1dd0c6c48f255824c9149193a866d4db0a969a04fe0e72032664,11,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0098,Girder_Box_06.pdf,APOLLO マニュアル Girder_Box_06,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_06.pdf,SR-04,.pdf,453641,e645c8ef971e851775fd97fa63e5d1b859b52a8f32e49cef100a445f6b7cd123,12,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0099,Girder_Box_07.pdf,APOLLO マニュアル Girder_Box_07,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_07.pdf,SR-04,.pdf,1357990,6d5c96542c7fb11c7a4b4e82083025576fed4279887ee561029847859f9d214d,30,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0100,Girder_Box_08.pdf,APOLLO マニュアル Girder_Box_08,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_08.pdf,SR-04,.pdf,415251,85ad8ce0ed6b95f14b27855e220997ba737ba8811a00d49f2f31186ee30e41a5,8,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
DOC-X0-0101,Girder_Box_09.pdf,APOLLO マニュアル Girder_Box_09,spacer-clone/local-archive/unknown-rights/apollo/ユーザーズマニュアル/02_コンクリート床版系箱桁/01_非合成箱/Girder_Box_09.pdf,SR-04,.pdf,340266,3fe019950acd7f2ff461c2187904f4f2c8ee4f30314fb390ee642ae806484157,6,SOFTWARE_MANUAL,YTI,,,,YES,UNKNOWN,NO,NONE,DIRECT,SUPPORTING,SUPPORTING,DIRECT,DIRECT,P2,,,PENDING,APOLLOの橋種別/単体アプリ別マニュアル。権利不明のため参照専用。
