crosswalk_id,feature_id,traceability_id,handoff_id,external_requirement_id,external_research_id,stage5c_requirement_id,validation_rule_id,backlog_id,phase_class,topic,apollo_manual_id,apollo_pdf_page,external_source_document_id,external_source_page,evidence_image_path,stage5a_class,external_result_status,acceptance_status,ready_status,design_freeze_status,historical_or_target,source_edition,conflict_status,return_reason,open_reason,jis_gap_reason,unknown_reason,grok_review_status,notes
XWL-HOFF-H5A-0125,F4-P3-017,T5A-0170|T5A-0171|T5A-0172,H5A-0125,REQ-5C-0027,R5B-PKG004-0015,REQ-5C-0027,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_check:添接計算実行方法,MAN-009,17,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0015.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0127,F4-P3-018,T5A-0173|T5A-0174|T5A-0175,H5A-0127,REQ-5C-0028,R5B-PKG004-0016,REQ-5C-0028,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_check:設計計算書出力方法,MAN-009,18,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0016.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0128,F4-P3-018,T5A-0173|T5A-0174|T5A-0175,H5A-0128,REQ-5C-0028,R5B-PKG004-0016,REQ-5C-0028,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_check:設計計算書出力方法,MAN-009,18,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0016.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0135,F4-P3-025,T5A-0182,H5A-0135,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,section_check:適用不可事項,MAN-062,4,,,,STANDARD_TRACEABILITY_REQUIRED,,UNMATCHED_APOLLO,,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text; handoff without package primary req (expected many-to-subset)
XWL-HOFF-H5A-0137,F4-P3-026,T5A-0183|T5A-0184|T5A-0185,H5A-0137,REQ-5C-0035,R5B-PKG004-0023,REQ-5C-0035,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice:添接計算の基本操作,MAN-063,3,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0023.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0138,F4-P3-026,T5A-0183|T5A-0184|T5A-0185,H5A-0138,REQ-5C-0035,R5B-PKG004-0023,REQ-5C-0035,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice:添接計算の基本操作,MAN-063,3,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0023.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0140,F4-P3-027,T5A-0186|T5A-0187|T5A-0188,H5A-0140,REQ-5C-0036,R5B-PKG004-0024,REQ-5C-0036,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_geometry:部材寸法入力,MAN-063,3,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0024.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0141,F4-P3-027,T5A-0186|T5A-0187|T5A-0188,H5A-0141,REQ-5C-0036,R5B-PKG004-0024,REQ-5C-0036,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_geometry:部材寸法入力,MAN-063,3,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0024.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0142,F4-P3-028,T5A-0189|T5A-0190|T5A-0191,H5A-0142,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,BL-GAP-H5A-0142,Phase1_required,splice_bolt:ボルト配置の自動決定,MAN-063,3,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,JIS_GAP_ACCEPTED,,BLOCKED,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,BLOCKED_BY_SOURCE_GAP,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0143,F4-P3-028,T5A-0189|T5A-0190|T5A-0191,H5A-0143,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_bolt:ボルト配置の自動決定,MAN-063,3,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,UNMATCHED_APOLLO,,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text; handoff without package primary req (expected many-to-subset)
XWL-HOFF-H5A-0144,F4-P3-028,T5A-0189|T5A-0190|T5A-0191,H5A-0144,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,BL-GAP-H5A-0144,Phase1_required,splice_bolt:ボルト配置の自動決定,MAN-063,3,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,JIS_GAP_ACCEPTED,,BLOCKED,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,BLOCKED_BY_SOURCE_GAP,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0145,F4-P3-029,T5A-0192|T5A-0193|T5A-0194,H5A-0145,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,BL-GAP-H5A-0145,Phase1_required,splice_bolt:ボルト配置の変更,MAN-063,3,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,JIS_GAP_ACCEPTED,,BLOCKED,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,BLOCKED_BY_SOURCE_GAP,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0146,F4-P3-029,T5A-0192|T5A-0193|T5A-0194,H5A-0146,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_bolt:ボルト配置の変更,MAN-063,3,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,UNMATCHED_APOLLO,,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text; handoff without package primary req (expected many-to-subset)
XWL-HOFF-H5A-0147,F4-P3-029,T5A-0192|T5A-0193|T5A-0194,H5A-0147,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,BL-GAP-H5A-0147,Phase1_required,splice_bolt:ボルト配置の変更,MAN-063,3,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,JIS_GAP_ACCEPTED,,BLOCKED,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,BLOCKED_BY_SOURCE_GAP,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0149,F4-P3-030,T5A-0195|T5A-0196|T5A-0197,H5A-0149,REQ-5C-0037,R5B-PKG004-0025,REQ-5C-0037,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_check:適用範囲,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0025.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0150,F4-P3-030,T5A-0195|T5A-0196|T5A-0197,H5A-0150,REQ-5C-0037,R5B-PKG004-0025,REQ-5C-0037,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_check:適用範囲,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0025.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0152,F4-P3-031,T5A-0198|T5A-0199|T5A-0200,H5A-0152,REQ-5C-0038,R5B-PKG004-0026,REQ-5C-0038,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_check:計算方法の種類,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0026.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0153,F4-P3-031,T5A-0198|T5A-0199|T5A-0200,H5A-0153,REQ-5C-0038,R5B-PKG004-0026,REQ-5C-0038,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_check:計算方法の種類,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0026.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0154,F4-P3-032,T5A-0201|T5A-0202|T5A-0203,H5A-0154,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,BL-GAP-H5A-0154,Phase1_required,splice_bolt:ボルト自動配置の方法,MAN-063,7,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,JIS_GAP_ACCEPTED,,BLOCKED,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,BLOCKED_BY_SOURCE_GAP,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0155,F4-P3-032,T5A-0201|T5A-0202|T5A-0203,H5A-0155,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_bolt:ボルト自動配置の方法,MAN-063,7,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,UNMATCHED_APOLLO,,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text; handoff without package primary req (expected many-to-subset)
XWL-HOFF-H5A-0156,F4-P3-032,T5A-0201|T5A-0202|T5A-0203,H5A-0156,,UNMATCHED_RESEARCH,,UNMATCHED_VALIDATION_RULE,BL-GAP-H5A-0156,Phase1_required,splice_bolt:ボルト自動配置の方法,MAN-063,7,,,,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,,JIS_GAP_ACCEPTED,,BLOCKED,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,,NONE,,,BLOCKED_BY_SOURCE_GAP,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0158,F4-P3-033,T5A-0204|T5A-0205|T5A-0206,H5A-0158,REQ-5C-0039,R5B-PKG004-0027,REQ-5C-0039,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_plate:フランジ方式の計算方法,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0027.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0159,F4-P3-033,T5A-0204|T5A-0205|T5A-0206,H5A-0159,REQ-5C-0039,R5B-PKG004-0027,REQ-5C-0039,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_plate:フランジ方式の計算方法,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0027.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0161,F4-P3-034,T5A-0207|T5A-0208|T5A-0209,H5A-0161,REQ-5C-0040,R5B-PKG004-0028,REQ-5C-0040,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_plate:腹板の計算方法,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0028.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0162,F4-P3-034,T5A-0207|T5A-0208|T5A-0209,H5A-0162,REQ-5C-0040,R5B-PKG004-0028,REQ-5C-0040,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_plate:腹板の計算方法,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0028.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0164,F4-P3-035,T5A-0210|T5A-0211|T5A-0212,H5A-0164,REQ-5C-0041,R5B-PKG004-0029,REQ-5C-0041,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_plate:フランジ添接板の必要断面積,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0029.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0165,F4-P3-035,T5A-0210|T5A-0211|T5A-0212,H5A-0165,REQ-5C-0041,R5B-PKG004-0029,REQ-5C-0041,UNMATCHED_VALIDATION_RULE,,Phase1_required,splice_plate:フランジ添接板の必要断面積,MAN-063,7,DOC-RBS-II,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0029.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0167,F4-P3-037,T5A-0214|T5A-0215|T5A-0216,H5A-0167,REQ-5C-0043,R5B-PKG004-0031,REQ-5C-0043,UNMATCHED_VALIDATION_RULE,,unknown,girder_material:girder_material,MAN-008,NONE,DOC-RBS-II,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0031.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0169,F4-P3-037,T5A-0214|T5A-0215|T5A-0216,H5A-0169,REQ-5C-0043,R5B-PKG004-0031,REQ-5C-0043,UNMATCHED_VALIDATION_RULE,,unknown,girder_material:girder_material,MAN-008,NONE,DOC-RBS-II,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0031.png,JIS_TRACEABILITY_REQUIRED|MULTIPLE_SOURCES_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0181,F4-P4-007,T5A-0227|T5A-0228,H5A-0181,REQ-5C-0053,R5B-PKG004-0041,REQ-5C-0053,UNMATCHED_VALIDATION_RULE,,Phase1_required,sway_bracing:対傾構骨組み寸法,MAN-011,7,DOC-RBS-II,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0041.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0183,F4-P4-008,T5A-0229|T5A-0230,H5A-0183,REQ-5C-0054,R5B-PKG004-0042,REQ-5C-0054,UNMATCHED_VALIDATION_RULE,,Phase1_required,sway_bracing:対傾構水平荷重載荷方法,MAN-011,8,DOC-RBS-II,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0042.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0185,F4-P4-009,T5A-0231|T5A-0232,H5A-0185,REQ-5C-0055,R5B-PKG004-0043,REQ-5C-0055,UNMATCHED_VALIDATION_RULE,,Phase1_required,sway_bracing:対傾構断面指定,MAN-011,8,DOC-RBS-II,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0043.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0187,F4-P4-010,T5A-0233|T5A-0234,H5A-0187,REQ-5C-0056,R5B-PKG004-0044,REQ-5C-0056,UNMATCHED_VALIDATION_RULE,,Phase1_required,lateral_bracing:横構断面指定,MAN-011,9,DOC-RBS-II,433,stage5b/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0044.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0189,F4-P4-011,T5A-0235|T5A-0236,H5A-0189,REQ-5C-0057,R5B-PKG004-0045,REQ-5C-0057,UNMATCHED_VALIDATION_RULE,,Phase1_optional,sway_bracing:BuiltUP断面指定,MAN-011,9,DOC-RBS-II,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0045.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
XWL-HOFF-H5A-0191,F4-P4-012,T5A-0237|T5A-0238,H5A-0191,REQ-5C-0058,R5B-PKG004-0046,REQ-5C-0058,UNMATCHED_VALIDATION_RULE,,Phase1_optional,sway_bracing:支点上対傾構横桁形状変更,MAN-011,10,DOC-RBS-II,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0046.png,DESIGN_PRACTICE_TRACEABILITY_REQUIRED|STANDARD_TRACEABILITY_REQUIRED,LOCATED,READY_ACCEPTED,READY,READY_SUBSET_OK,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,NONE,,,,,REVIEWED,UNMATCHED_research_result_stage5c_requirement | Do not copy APOLLO OCR full text
