ready_id,feature_id,requirement_id,topic,requirement_summary,source_document_id,source_edition,source_page,evidence_image,applicability,limitation,historical_or_target,target_standard_status,validation_rule_id,implementation_readiness,grok_acceptance,notes
RDY-042,F4-P4-020,REQ-5C-0066,support_stiffener:支点上補剛材グループ番号,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,427,stage5b/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0054.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0066,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-043,F4-P4-021,REQ-5C-0067,support_stiffener:支点上補剛材計算条件,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,427,stage5b/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0055.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0067,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-044,F4-P4-022,REQ-5C-0068,support_stiffener:支点上補強リブ照査,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,427,stage5b/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0056.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0068,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-045,F4-P4-023,REQ-5C-0069,intermediate_stiffener:中間補剛材設計,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,201,stage5b/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0057.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0069,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-046,F4-P4-024,REQ-5C-0070,intermediate_stiffener:中間補剛材格点断面指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,201,stage5b/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0058.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0070,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-047,F4-P4-025,REQ-5C-0071,intermediate_stiffener:中間補剛材計算書書式,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,201,stage5b/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0059.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0071,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-048,F4-P4-026,REQ-5C-0072,intermediate_stiffener:水平補剛材ラップ照査,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,201,stage5b/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0060.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0072,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-049,F4-P4-027,REQ-5C-0073,intermediate_stiffener:水平補剛材ラップ照査計算書内容,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,201,stage5b/evidence/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0061.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0073,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-050,F4-P4-029,REQ-5C-0075,support_stiffener:支点補剛材ボタン説明,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,427,stage5b/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0063.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0075,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-051,F4-P5-001,REQ-5C-0079,analysis_input_generation:解析データ作成,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,80,stage5b/evidence/DOC-RBS-II_pdfp0080_300dpi-R5B-PKG004-0067.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0079,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-052,F4-P5-031,REQ-5C-0081,stress_check:許容応力度,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0069.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0081,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-053,F4-P5-049,REQ-5C-0082,strength_check:strength_check (covered under stress_check),NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0070.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0082,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-054,F4-P2-001,REQ-5C-0083,slab_thickness:床版厚の指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,404,stage5b/evidence/DOC-RBS-III_pdfp0404_300dpi-R5B-PKG005-0001.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0083,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-055,F4-P2-002,REQ-5C-0084,haunch:ハンチ高の設定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,409,stage5b/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0002.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0084,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-056,F4-P2-003,REQ-5C-0085,haunch:単位系指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,409,stage5b/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0003.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0085,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-057,F4-P2-004,REQ-5C-0086,haunch_geometry:ハンチ形状の設定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,409,stage5b/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0004.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0086,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-058,F4-P2-006,REQ-5C-0088,rc_slab:床版照査位置決定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,401,stage5b/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0006.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0088,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-059,F4-P2-007,REQ-5C-0089,rc_slab:かぶり量の指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,401,stage5b/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0007.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0089,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-060,F4-P2-008,REQ-5C-0090,rc_slab:配力筋照査の出力方法,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,401,stage5b/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0008.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0090,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-061,F4-P2-009,REQ-5C-0091,haunch:フランジ厚およびハンチ内鉄筋の指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,409,stage5b/evidence/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0009.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0091,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-062,F4-P2-011,REQ-5C-0092,slab_reinforcement_input:主鉄筋および配力鉄筋の指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,113,stage5b/evidence/DOC-RBS-III_pdfp0113_300dpi-R5B-PKG005-0010.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0092,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-063,F4-P2-012,REQ-5C-0093,rc_slab:計算書出力,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,401,stage5b/evidence/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0011.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0093,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-064,F4-P2-016,REQ-5C-0095,slab_geometry:slab_geometry,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,396,stage5b/evidence/DOC-RBS-III_pdfp0396_300dpi-R5B-PKG005-0013.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0095,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-065,F4-P2-017,REQ-5C-0096,slab_support_condition:slab_support_condition,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-III,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,399,stage5b/evidence/DOC-RBS-III_pdfp0399_300dpi-R5B-PKG005-0014.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0096,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-066,F4-P1-051,REQ-5C-0098,standard_section:単位重量・物理定数データ,NO_AUTO_NUMERIC_DETERMINATION|REFERENCE_DATA_ONLY,DOC-DDB,2021年版（日本橋梁建設協会）,168,stage5b/evidence/DOC-DDB_pdfp0168_300dpi-R5B-PKG007-0001.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0098,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-067,F4-P2-001,REQ-5C-0099,slab_thickness:床版厚の指定,NO_AUTO_NUMERIC_DETERMINATION|REFERENCE_DATA_ONLY,DOC-DDB,2021年版（日本橋梁建設協会）,72,stage5b/evidence/DOC-DDB_pdfp0072_300dpi-R5B-PKG007-0002.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0099,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-068,F4-P4-006,REQ-5C-0100,sway_bracing:対傾構設計,NO_AUTO_NUMERIC_DETERMINATION|REFERENCE_DATA_ONLY,DOC-DDB,2021年版（日本橋梁建設協会）,99,stage5b/evidence/DOC-DDB_pdfp0099_300dpi-R5B-PKG007-0003.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0100,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-069,F4-P6-019,REQ-5C-0101,steel_weight:鋼重計算機能,NO_AUTO_NUMERIC_DETERMINATION|REFERENCE_DATA_ONLY,DOC-DDB,2021年版（日本橋梁建設協会）,28,stage5b/evidence/DOC-DDB_pdfp0028_300dpi-R5B-PKG007-0004.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0101,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
