source_record_id,pdf_page_number,label_raw,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_locator,confidence,verification_status
CAL-TBL-P00125-004,125,床版拡幅格点荷重,20,kN,20,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-TBL-P00128-001,128,ノーズ部打下ろし格点荷重,31,kN,31,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-TBL-P00128-002,128,ノーズ部打下ろし格点荷重,23,kN,23,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-TBL-P00128-003,128,ノーズ部打下ろし格点荷重,8,kN,8,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-TBL-P00131-001,131,床版打下し格点荷重一覧,35,kN,35,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-002,131,床版打下し格点荷重一覧,62,kN,62,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-003,131,床版打下し格点荷重一覧,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-004,131,床版打下し格点荷重一覧,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-005,131,床版打下し格点荷重一覧,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-006,131,床版打下し格点荷重一覧,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-007,131,床版打下し格点荷重一覧,17,kN,17,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-008,131,床版打下し格点荷重一覧,17,kN,17,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00132-001,132,桁端部荷重一覧,37,kN,37,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00132-002,132,桁端部荷重一覧,44,kN,44,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00132-003,132,桁端部荷重一覧,50,kN,50,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00132-004,132,桁端部荷重一覧,50,kN,50,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00133-001,133,巻き立てコンクリート寸法表,990,mm,0.990,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-002,133,巻き立てコンクリート寸法表,1190,mm,1.190,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-003,133,巻き立てコンクリート寸法表,250,mm,0.250,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-004,133,巻き立てコンクリート寸法表,1440,mm,1.440,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-005,133,巻き立てコンクリート寸法表,1500,mm,1.500,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-006,133,巻き立てコンクリート寸法表,1340,mm,1.340,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-007,133,巻き立てコンクリート寸法表,1540,mm,1.540,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-008,133,巻き立てコンクリート寸法表,250,mm,0.250,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-009,133,巻き立てコンクリート寸法表,1790,mm,1.790,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-010,133,巻き立てコンクリート寸法表,2000,mm,2.000,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-011,133,巻き立てコンクリート荷重 S1,215,kN,215,kN,LOAD_VALUE,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-012,133,巻き立てコンクリート荷重 S1,215,kN,215,kN,LOAD_VALUE,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00134-001,134,巻き立てコンクリート荷重 S2,226,kN,226,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-002,134,巻き立てコンクリート荷重 S2,226,kN,226,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-003,134,巻き立てコンクリート荷重 PR1,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-004,134,巻き立てコンクリート荷重 PR1,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-005,134,巻き立てコンクリート荷重 PR2,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-006,134,巻き立てコンクリート荷重 PR2,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00135-001,135,衝撃係数一覧,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-003,135,衝撃係数一覧,45.584,m,45.584,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-005,135,衝撃係数一覧,51.013,m,51.013,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-007,135,衝撃係数一覧,45.585,m,45.585,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-009,135,衝撃係数一覧,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00141-001,141,AG1桁格点座標,1.21766,m,1.21766,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-002,141,AG1桁格点座標,1.47689,m,1.47689,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-003,141,AG1桁格点座標,132.76045,m,132.76045,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-004,141,AG1桁格点座標,1.55372,m,1.55372,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-005,141,AG2桁格点座標,1.46395,m,1.46395,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-006,141,AG2桁格点座標,-3.02859,m,-3.02859,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-007,141,AG2桁格点座標,132.55077,m,132.55077,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-008,141,AG2桁格点座標,-2.94155,m,-2.94155,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00143-001,143,AG1桁仮定剛度,0.068340,m4,0.068340,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-002,143,AG1桁仮定剛度,0.106607,m4,0.106607,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-003,143,AG1桁仮定剛度,0.077872,m4,0.077872,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-004,143,AG1桁仮定剛度,0.107048,m4,0.107048,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-005,143,AG1桁仮定剛度,0.076329,m4,0.076329,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-006,143,AG2桁仮定剛度,0.068340,m4,0.068340,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-007,143,AG2桁仮定剛度,0.074087,m4,0.074087,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00144-001,144,横桁仮定剛度,0.0184053,m4,0.0184053,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-002,144,横桁仮定剛度,0.0456238,m4,0.0456238,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-003,144,横桁仮定剛度,0.0456238,m4,0.0456238,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-004,144,横桁仮定剛度,0.0184053,m4,0.0184053,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00149-001,149,材料定数データ,2.000000e+008,kN/m2,200000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00149-002,149,材料定数データ,7.700000e+007,kN/m2,77000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00222-001,222,鉛直方向死荷重反力,183.2,kN,183.2,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-002,222,鉛直方向死荷重反力,736.5,kN,736.5,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-003,222,鉛直方向死荷重反力,348.9,kN,348.9,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-004,222,鉛直方向死荷重反力,82.6,kN,82.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-005,222,鉛直方向死荷重反力,14.6,kN,14.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-006,222,鉛直方向死荷重反力,142.1,kN,142.1,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-007,222,鉛直方向死荷重反力,30.1,kN,30.1,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-008,222,鉛直方向死荷重反力,88.0,kN,88.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-009,222,鉛直方向死荷重反力,18.6,kN,18.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-010,222,鉛直方向死荷重反力,97.0,kN,97.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-011,222,鉛直方向死荷重反力,81.0,kN,81.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-012,222,鉛直方向死荷重反力,430.0,kN,430.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-013,222,鉛直方向死荷重反力,70.0,kN,70.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-014,222,鉛直方向死荷重反力,27.7,kN,27.7,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-015,222,鉛直方向死荷重反力,55.6,kN,55.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-016,222,鉛直方向死荷重反力,2405.8,kN,2405.8,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00223-001,223,上部工反力 死荷重/活荷重,1205.1,kN,1205.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-002,223,上部工反力 死荷重/活荷重,737.8,kN,737.8,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-003,223,上部工反力 死荷重/活荷重,-128.0,kN,-128.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-004,223,上部工反力 死荷重/活荷重,2187.6,kN,2187.6,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-005,223,上部工反力 死荷重/活荷重,1105.4,kN,1105.4,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-006,223,上部工反力 死荷重/活荷重,1200.7,kN,1200.7,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-007,223,上部工反力 死荷重/活荷重,749.0,kN,749.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-008,223,上部工反力 死荷重/活荷重,-137.8,kN,-137.8,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-009,223,上部工反力 死荷重/活荷重,2197.1,kN,2197.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-010,223,上部工反力 死荷重/活荷重,1088.5,kN,1088.5,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00117-001,117,解析方法-平面格子構造,平面格子構造,,,,NOTE,calc_pdf_p117,HIGH,UNVERIFIED
CAL-VAL-P00117-002,117,解析プログラム-APOLLO Analyzer,APOLLO Analyzer,,,,IDENTIFIER,calc_pdf_p117,HIGH,UNVERIFIED
CAL-VAL-P00119-001,119,舗装厚,0.080,m,0.080,m,DIMENSION,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-002,119,舗装単位重量,22.5,kN/m3,22.5,kN/m3,MATERIAL_PROPERTY,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-003,119,舗装荷重強度,1.800,kN/m2,1.800,kN/m2,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-004,119,床版厚,0.230,m,0.230,m,DIMENSION,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-005,119,床版単位重量,27.5,kN/m3,27.5,kN/m3,MATERIAL_PROPERTY,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-006,119,床版荷重強度,6.325,kN/m2,6.325,kN/m2,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-007,119,ハンチ荷重強度(AG1/AG2),2.842,kN/m,2.842,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-008,119,壁高欄荷重強度(左/右),9.920,kN/m,9.920,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-009,119,遮音壁荷重強度,2.100,kN/m,2.100,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-010,119,鋼重荷重強度(AG1/AG2),12.000,kN/m,12.000,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-011,119,検査路荷重強度,1.000,kN/m,1.000,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-012,119,地覆荷重強度,2.100,kN/m,2.100,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00119-013,119,ノーズ部荷重強度,1.000,kN/m,1.000,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-VAL-P00121-001,121,ハンチ単位重量,24.5,kN/m3,24.5,kN/m3,MATERIAL_PROPERTY,calc_pdf_p121,HIGH,UNVERIFIED
CAL-VAL-P00121-002,121,壁高欄単位重量(コンクリート),24.5,kN/m3,24.5,kN/m3,MATERIAL_PROPERTY,calc_pdf_p121,HIGH,UNVERIFIED
CAL-VAL-P00121-003,121,壁高欄計算結果Wd,9.920,kN/m,9.920,kN/m,LOAD_VALUE,calc_pdf_p121,HIGH,UNVERIFIED
CAL-VAL-P00125-001,125,ノーズ地覆荷重 S1 AG1,30,kN,30,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-VAL-P00125-002,125,ノーズ地覆荷重 C1 AG1,48,kN,48,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-VAL-P00125-003,125,床版拡幅荷重 S1 AG1,11,kN,11,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-VAL-P00125-004,125,床版拡幅荷重 C1 AG1,20,kN,20,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-VAL-P00128-001,128,ノーズ打下し荷重 S1 AG1,31,kN,31,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-VAL-P00128-002,128,ノーズ打下し荷重 C1 AG1,23,kN,23,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-VAL-P00128-003,128,ノーズ打下し荷重 C2 AG1,8,kN,8,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-VAL-P00135-001,135,設計荷重-B活荷重,B活荷重,,,,LOAD_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-002,135,衝撃係数-第1支間,0.222,,0.222,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-003,135,衝撃係数-第2支承線上,0.209,,0.209,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-004,135,衝撃係数-第2支間,0.198,,0.198,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-005,135,衝撃係数-第3支承線上,0.209,,0.209,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-006,135,衝撃係数-第3支間,0.222,,0.222,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-007,135,平均支間長-第1支間,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-008,135,平均支間長-第2支承線上,45.584,m,45.584,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-009,135,平均支間長-第2支間,51.013,m,51.013,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-010,135,平均支間長-第3支承線上,45.585,m,45.585,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00135-011,135,平均支間長-第3支間,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-VAL-P00149-001,149,ヤング率E,2.000000e+008,kN/m2,200000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-VAL-P00149-002,149,せん断弾性係数G,7.700000e+007,kN/m2,77000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-VAL-P00149-003,149,ポアソン比ν,1.200000e-005,,0.000012,,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-VAL-P00223-001,223,死荷重反力Rd PU15-AG1,1205.1,kN,1205.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-002,223,死荷重反力Rd PU15-AG2,1200.7,kN,1200.7,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-003,223,死荷重反力Rd PR1-AG1,3325.5,kN,3325.5,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-004,223,死荷重反力Rd PR1-AG2,3306.6,kN,3306.6,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-005,223,死荷重反力Rd PR2-AG1,3341.6,kN,3341.6,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-006,223,死荷重反力Rd PR2-AG2,3272.9,kN,3272.9,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-007,223,死荷重反力Rd AR2-AG1,1221.9,kN,1221.9,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-008,223,死荷重反力Rd AR2-AG2,1081.3,kN,1081.3,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-009,223,活荷重RL最大 PU15-AG1,737.8,kN,737.8,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-010,223,活荷重RL最大 PR1-AG1,1378.9,kN,1378.9,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-011,223,活荷重RL最大 PR2-AG1,1383.2,kN,1383.2,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-012,223,活荷重RL最大 AR2-AG1,777.3,kN,777.3,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-013,223,活荷重RL最小 PU15-AG1,-128.0,kN,-128.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-014,223,活荷重RL最小 PR1-AG1,-164.0,kN,-164.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-015,223,活荷重RL最小 PR2-AG1,-161.4,kN,-161.4,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-016,223,活荷重RL最小 AR2-AG1,-134.1,kN,-134.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-017,223,合計荷重係数考慮最大 PU15-AG1,2187.6,kN,2187.6,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00223-018,223,合計荷重係数考慮最小 PU15-AG1,1105.4,kN,1105.4,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-VAL-P00222-001,222,死荷重反力合計(全支承),17955.7,kN,17955.7,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-VAL-P00222-002,222,死荷重反力合計 PU15,2405.8,kN,2405.8,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-VAL-P00222-003,222,死荷重反力合計 PR1,6632.2,kN,6632.2,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-VAL-P00222-004,222,死荷重反力合計 PR2,6614.5,kN,6614.5,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-VAL-P00222-005,222,死荷重反力合計 AR2,2303.2,kN,2303.2,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-VAL-P00140-001,140,死荷重反力確認 計算値,17955.87,kN,17955.87,kN,DERIVED_VALUE,calc_pdf_p140,HIGH,UNVERIFIED
CAL-VAL-P00140-002,140,死荷重反力確認 解析値,17955.68,kN,17955.68,kN,ANALYSIS_RESULT,calc_pdf_p140,HIGH,UNVERIFIED
CAL-VAL-P00140-003,140,死荷重反力確認 比率計算値/解析値,1.000,,1.000,,DERIVED_VALUE,calc_pdf_p140,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-001,,girder_system,2主桁 (2-girder system),-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-002,,bridge_name,旭高架橋 Aランプ PU15-AR2,-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-003,,girder_designation,AG1,-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-004,,girder_designation,AG2,-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-005,,steel_grades,SM520 / SM490Y / SM400 / SM520-H,-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-006,,ufg_width,620,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-007,,lfg_width,680,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-008,,web_thickness,14,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-009,,reference_girder_height,2700,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-010,,curvature_radius,2998.500,m,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-011,,bolt_type,TCB M22(S10T),-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-012,,bolt_hole_diameter,24.5,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-013,,fillet_weld_max,10,mm,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-014,,stress_margin,5,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-015,,horizontal_stiffener_stage,1,-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-016,,design_program,APOLLO Super Designer (横河技術情報),-,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-017,,sigma_tud,272,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-018,,tau_ud,157,N/mm2,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-019,,AG1_length,133.303,m,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-020,,AG2_length,132.847,m,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-021,,assumed_steel_weight,12.000,kN/m,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-022,,assumed_steel_weight_total,3193.800,kN,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-023,,assumed_steel_weight_total_t,325.566,t,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-024,,actual_steel_weight_main,311.594,t,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-025,,steel_weight_ratio,95.7,%,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_values-026,,stiffness_ratio_target,10,%,,,UNKNOWN_REQUIRES_REVIEW,,HIGH,UNVERIFIED
