source_record_id,pdf_page_number,title_raw,row_key,column_key,cell_raw_text,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_locator,confidence,verification_status
CAL-TBL-P00134-005,134,巻き立てコンクリート荷重 PR2,PR2 AG1,格点荷重,283 kN,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-006,134,巻き立てコンクリート荷重 PR2,PR2 AG2,格点荷重,283 kN,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00135-001,135,衝撃係数一覧,第1支間,平均支間長,40.156 m,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-002,135,衝撃係数一覧,第1支間,衝撃係数i,0.222,,,0.222,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-003,135,衝撃係数一覧,第2支承線上,平均支間長,45.584 m,45.584,m,45.584,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-004,135,衝撃係数一覧,第2支承線上,衝撃係数i,0.209,,,0.209,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-005,135,衝撃係数一覧,第2支間,平均支間長,51.013 m,51.013,m,51.013,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-006,135,衝撃係数一覧,第2支間,衝撃係数i,0.198,,,0.198,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-007,135,衝撃係数一覧,第3支承線上,平均支間長,45.585 m,45.585,m,45.585,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-008,135,衝撃係数一覧,第3支承線上,衝撃係数i,0.209,,,0.209,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-009,135,衝撃係数一覧,第3支間,平均支間長,40.156 m,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-010,135,衝撃係数一覧,第3支間,衝撃係数i,0.222,,,0.222,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00141-001,141,AG1桁格点座標,1001,X座標,1.21766 m,1.21766,m,1.21766,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-002,141,AG1桁格点座標,1001,Y座標,1.47689 m,1.47689,m,1.47689,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-003,141,AG1桁格点座標,1027,X座標,132.76045 m,132.76045,m,132.76045,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-004,141,AG1桁格点座標,1027,Y座標,1.55372 m,1.55372,m,1.55372,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-005,141,AG2桁格点座標,2001,X座標,1.46395 m,1.46395,m,1.46395,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-006,141,AG2桁格点座標,2001,Y座標,-3.02859 m,-3.02859,m,-3.02859,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-007,141,AG2桁格点座標,2027,X座標,132.55077 m,132.55077,m,132.55077,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-008,141,AG2桁格点座標,2027,Y座標,-2.94155 m,-2.94155,m,-2.94155,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00143-001,143,AG1桁仮定剛度,1001,曲げ剛度Ix,0.068340 m4,0.068340,m4,0.068340,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-002,143,AG1桁仮定剛度,1009,曲げ剛度Ix,0.106607 m4,0.106607,m4,0.106607,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-003,143,AG1桁仮定剛度,1014,曲げ剛度Ix,0.077872 m4,0.077872,m4,0.077872,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-004,143,AG1桁仮定剛度,1019,曲げ剛度Ix,0.107048 m4,0.107048,m4,0.107048,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-005,143,AG1桁仮定剛度,1026,曲げ剛度Ix,0.076329 m4,0.076329,m4,0.076329,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-006,143,AG2桁仮定剛度,2001,曲げ剛度Ix,0.068340 m4,0.068340,m4,0.068340,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-007,143,AG2桁仮定剛度,2026,曲げ剛度Ix,0.074087 m4,0.074087,m4,0.074087,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00144-001,144,横桁仮定剛度,1001001,曲げ剛度Ix,0.0184053 m4,0.0184053,m4,0.0184053,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-002,144,横桁仮定剛度,1001009,曲げ剛度Ix,0.0456238 m4,0.0456238,m4,0.0456238,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-003,144,横桁仮定剛度,1001019,曲げ剛度Ix,0.0456238 m4,0.0456238,m4,0.0456238,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-004,144,横桁仮定剛度,1001027,曲げ剛度Ix,0.0184053 m4,0.0184053,m4,0.0184053,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00149-001,149,材料定数データ,材料1,ヤング率,2.000000e+008 kN/m2,2.000000e+008,kN/m2,200000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00149-002,149,材料定数データ,材料1,せん断弾性係数,7.700000e+007 kN/m2,7.700000e+007,kN/m2,77000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00149-003,149,材料定数データ,材料1,ポアソン比,1.200000e-005,,,0.000012,,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00149-004,149,材料定数データ,材料1,線膨張係数,0.000000,,,0,,MATERIAL_PROPERTY,calc_pdf_p149,MEDIUM,UNVERIFIED
CAL-TBL-P00222-001,222,鉛直方向死荷重反力,舗装,PU15,183.2 kN,183.2,kN,183.2,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-002,222,鉛直方向死荷重反力,床版,PU15,736.5 kN,736.5,kN,736.5,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-003,222,鉛直方向死荷重反力,鋼重,PU15,348.9 kN,348.9,kN,348.9,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-004,222,鉛直方向死荷重反力,ハンチ,PU15,82.6 kN,82.6,kN,82.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-005,222,鉛直方向死荷重反力,検査路,PU15,14.6 kN,14.6,kN,14.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-006,222,鉛直方向死荷重反力,右側壁高欄,PU15,142.1 kN,142.1,kN,142.1,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-007,222,鉛直方向死荷重反力,右側遮音壁,PU15,30.1 kN,30.1,kN,30.1,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-008,222,鉛直方向死荷重反力,左側壁高欄,PU15,88.0 kN,88.0,kN,88.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-009,222,鉛直方向死荷重反力,左側遮音壁,PU15,18.6 kN,18.6,kN,18.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-010,222,鉛直方向死荷重反力,床版打下し,PU15,97.0 kN,97.0,kN,97.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-011,222,鉛直方向死荷重反力,桁端部,PU15,81.0 kN,81.0,kN,81.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-012,222,鉛直方向死荷重反力,巻き立てコン,PU15,430.0 kN,430.0,kN,430.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-013,222,鉛直方向死荷重反力,ノーズ地覆,PU15,70.0 kN,70.0,kN,70.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-014,222,鉛直方向死荷重反力,ノーズ床版拡幅,PU15,27.7 kN,27.7,kN,27.7,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-015,222,鉛直方向死荷重反力,ノーズ床版打下し,PU15,55.6 kN,55.6,kN,55.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-016,222,鉛直方向死荷重反力,合計,PU15,2405.8 kN,2405.8,kN,2405.8,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00223-001,223,上部工反力 死荷重/活荷重,PU15 AG1,Rd,1205.1 kN,1205.1,kN,1205.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-002,223,上部工反力 死荷重/活荷重,PU15 AG1,RL最大,737.8 kN,737.8,kN,737.8,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-003,223,上部工反力 死荷重/活荷重,PU15 AG1,RL最小,-128.0 kN,-128.0,kN,-128.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-004,223,上部工反力 死荷重/活荷重,PU15 AG1,合計係数考慮最大,2187.6 kN,2187.6,kN,2187.6,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-005,223,上部工反力 死荷重/活荷重,PU15 AG1,合計係数考慮最小,1105.4 kN,1105.4,kN,1105.4,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-006,223,上部工反力 死荷重/活荷重,PU15 AG2,Rd,1200.7 kN,1200.7,kN,1200.7,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-007,223,上部工反力 死荷重/活荷重,PU15 AG2,RL最大,749.0 kN,749.0,kN,749.0,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-008,223,上部工反力 死荷重/活荷重,PU15 AG2,RL最小,-137.8 kN,-137.8,kN,-137.8,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-009,223,上部工反力 死荷重/活荷重,PU15 AG2,合計係数考慮最大,2197.1 kN,2197.1,kN,2197.1,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
CAL-TBL-P00223-010,223,上部工反力 死荷重/活荷重,PU15 AG2,合計係数考慮最小,1088.5 kN,1088.5,kN,1088.5,kN,ANALYSIS_RESULT,calc_pdf_p223,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-001,293,AG1 Sec-1 section properties,T01,3.2.2.1,"UFLG,PL 620*22(SM490Y),A=136.40cm2,Y=-127.95cm,AY=-17452cm3,I=2233032cm4",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p293,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-002,293,AG1 Sec-1 section properties,T01a,3.2.2.1,"WEB,PL 2537*14(SM490Y),A=355.18cm2,Y=0.00cm,AY=0cm3,I=1905058cm4",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p293,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-003,293,AG1 Sec-1 section properties,T01b,3.2.2.1,"LFLG,PL 680*21(SM490Y),A=142.80cm2,Y=127.90cm,AY=18264cm3,I=2335981cm4",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p293,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-004,293,AG1 Sec-1 section properties,T01c,3.2.2.1,"TOTAL,A=634.38cm2,AY=812cm3,I=6474071cm4,E=1.28cm",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p293,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-005,293,AG1 Sec-1 results,T01d,3.2.2.1,"I=6473032cm4,Yu=-130.33cm,YL=127.67cm,σb(U)=0N/mm2,σb(L)=0N/mm2,τb=51N/mm2,κ=0.11",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p293,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-006,294,AG1 Sec-1(J-1) section,T02,3.2.2.1,"UFLG,PL 620*22(SM490Y),A=136.40cm2,Y=-133.95cm,AY=-18271cm3,I=2447371cm4",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p294,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-007,294,AG1 Sec-1(J-1) section,T02a,3.2.2.1,"WEB,PL 2657*14(SM490Y),A=371.98cm2,Y=0.00cm,AY=0cm3,I=2188374cm4",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p294,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-008,294,AG1 Sec-1(J-1) section,T02b,3.2.2.1,"LFLG,PL 680*21(SM490Y),A=142.80cm2,Y=133.90cm,AY=19121cm3,I=2560291cm4",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p294,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-009,294,AG1 Sec-1(J-1) results,T02c,3.2.2.1,"TOTAL,A=651.18cm2,AY=850cm3,I=7196036cm4,E=1.31cm,I=7194926cm4,Yu=-136.36cm,YL=133.64cm",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p294,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-010,294,AG1 Sec-1(J-1) stresses,T02d,3.2.2.1,"σb(U)=-185N/mm2<σcud=193,σb(L)=181N/mm2<σtud=272,τb=29N/mm2,κ=0.48",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p294,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-011,295,AG1 Sec-2(J-2) section,T03,3.2.2.1,"UFLG:620*27,LFLG:680*21,WEB:2652*14,σb(U)=-227<σcud=247,σb(L)=243<σtud=272,τb=15,κ=0.79",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p295,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-012,296,AG1 Sec-3(Mx-Max) section,T04,3.2.2.1,"UFLG:620*27,LFLG:680*21,WEB:2652*14,σb(U)=-232<σcud=247,σb(L)=249<σtud=272,τb=12,κ=0.82",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p296,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-013,297,AG1 Sec-4(J-3) section,T05,3.2.2.1,"UFLG:620*25,LFLG:680*21,WEB:2654*14,σb(U)=-206<σcud=225,σb(L)=213<σtud=272,τb=28,κ=0.63",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p297,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-014,298,AG1 Sec-4(J-4) section,T06,3.2.2.1,"UFLG:620*25,LFLG:680*21,WEB:2654*14,σb(U)(+M)=-117<σcud=225,σb(L)(+M)=122<σtud=272",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p298,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-015,298,AG1 Sec-4(J-4) negative,T06a,3.2.2.1,"σb(U)(-M)=58<σtud=272,σb(L)(-M)=-60<σcud=164,τb=43,κ=0.27/0.12",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p298,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-016,299,AG1 Sec-5(左) section,T07,3.2.2.1,"UFLG:620*27,LFLG:680*30,WEB:2643*14,σb(U)(+M)=-108<σcud=247,σb(L)(+M)=98<σtud=272",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p299,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-017,299,AG1 Sec-5(左) negative,T07a,3.2.2.1,"σb(U)(-M)=53<σtud=272,σb(L)(-M)=-48<σcud=250,τb=44,κ=0.23/0.11",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p299,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-018,300,AG1 Sec-5(J-5) section,T08,3.2.2.1,"UFLG:620*27,LFLG:680*30,WEB:2643*14,σb(U)=241<σtud=272,σb(L)=-219<σcud=250,τb=66,κ=0.94",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p300,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-019,301,AG1 Sec-6(Mx-Min_L),T09,3.2.2.1,"UFLG:620*39(SM490Y),LFLG:680*47(SM520-H),WEB:2614*14,σb(U)=261<σtud=272,σb(L)=-222<σcud=250,τb=75,κ=1.10",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p301,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-020,302,AG1 Sec-6(Mx-Min_R),T10,3.2.2.1,"UFLG:620*39,LFLG:680*47(SM520-H),WEB:2614*14,σb(U)=261<σtud=272,σb(L)=-222<σcud=249,τb=75,κ=1.10",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p302,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-021,303,AG1 Sec-7(J-6),T11,3.2.2.1,"UFLG:620*26,LFLG:680*30,WEB:2644*14,σb(U)=240<σtud=272,σb(L)=-214<σcud=249,τb=66,κ=0.93",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p303,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-022,304,AG1 Sec-7(右),T12,3.2.2.1,"UFLG:620*26,LFLG:680*30,WEB:2644*14,σb(U)(+M)=-94<σcud=236,σb(L)(+M)=84<σtud=272",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p304,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-023,305,AG1 Sec-8(J-7),T13,3.2.2.1,"UFLG:620*26,LFLG:680*21,WEB:2653*14,σb(U)(+M)=-99<σcud=236,σb(L)(+M)=104<σtud=272,τb=43",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p305,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-024,306,AG1 Sec-8(J-8),T14,3.2.2.1,"UFLG:620*26,LFLG:680*21,WEB:2653*14,σb(U)=-216<σcud=236,σb(L)=228<σtud=272,τb=22,κ=0.70",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p306,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-025,307,AG1 Sec-9(Mx-Max),T15,3.2.2.1,"UFLG:620*28,LFLG:680*21,WEB:2651*14,σb(U)=-223<σcud=258,σb(L)=243<σtud=272,τb=12,κ=0.78",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p307,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-026,308,AG1 Sec-10(J-9),T16,3.2.2.1,"UFLG:620*26,LFLG:680*21,WEB:2653*14,σb(U)=-216<σcud=236,σb(L)=227<σtud=272,τb=22,κ=0.70",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p308,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-027,309,AG1 Sec-10(J-10),T17,3.2.2.1,"UFLG:620*26,LFLG:680*21,WEB:2653*14,σb(U)(+M)=-98<σcud=236,σb(L)(+M)=103<σtud=272,τb=43",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p309,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-028,310,AG1 Sec-11(左),T18,3.2.2.1,"UFLG:620*26,LFLG:680*30,WEB:2644*14,σb(U)(+M)=-93<σcud=236,σb(L)(+M)=83<σtud=272,τb=43",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p310,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-029,311,AG1 Sec-11(J-11),T19,3.2.2.1,"UFLG:620*26,LFLG:680*30,WEB:2644*14,σb(U)=242<σtud=272,σb(L)=-216<σcud=249,τb=66,κ=0.94",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p311,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-030,312,AG1 Sec-12(Mx-Min_L),T20,3.2.2.1,"UFLG:620*39,LFLG:680*47(SM520-H),WEB:2614*14,σb(U)=262<σtud=272,σb(L)=-223<σcud=249,τb=75,κ=1.11",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p312,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-031,313,AG1 Sec-12(Mx-Min_R),T21,3.2.2.1,"UFLG:620*39,LFLG:680*47(SM520-H),WEB:2614*14,σb(U)=262<σtud=272,σb(L)=-223<σcud=249,τb=75,κ=1.11",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p313,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-032,314,AG1 Sec-13(J-12),T22,3.2.2.1,"UFLG:620*27,LFLG:680*30,WEB:2643*14,σb(U)=240<σtud=272,σb(L)=-218<σcud=249,τb=66,κ=0.93",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p314,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-033,315,AG1 Sec-13(右),T23,3.2.2.1,"UFLG:620*27,LFLG:680*30,WEB:2643*14,σb(U)(+M)=-112<σcud=247,σb(L)(+M)=102<σtud=272,τb=44",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p315,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-034,316,AG1 Sec-14(J-13),T24,3.2.2.1,"UFLG:620*25,LFLG:680*22,WEB:2653*14,σb(U)(+M)=-121<σcud=225,σb(L)(+M)=123<σtud=272,τb=43",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p316,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-035,317,AG1 Sec-14(J-14),T25,3.2.2.1,"UFLG:620*25,LFLG:680*22,WEB:2653*14,σb(U)=-215<σcud=225,σb(L)=222<σtud=272,τb=28,κ=0.67",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p317,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-036,318,AG1 Sec-15(Mx-Max),T26,3.2.2.1,"UFLG:620*28,LFLG:680*21,WEB:2651*14,σb(U)=-222<σcud=258,σb(L)=241<σtud=272,τb=12,κ=0.78",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p318,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-037,319,AG1 Sec-16(J-15),T27,3.2.2.1,"UFLG:620*26,LFLG:680*21,WEB:2653*14,σb(U)=-215<σcud=236,σb(L)=226<σtud=272,τb=22,κ=0.70",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p319,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-038,320,AG1 Sec-17(J-16),T28,3.2.2.1,"UFLG:620*26,LFLG:680*30,WEB:2644*14,σb(U)=241<σtud=272,σb(L)=-215<σcud=249,τb=66,κ=0.93",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p320,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-039,321,AG1 Sec-17(右),T29,3.2.2.1,"UFLG:620*26,LFLG:680*30,WEB:2644*14,σb(U)(+M)=-94<σcud=236,σb(L)(+M)=84<σtud=272,τb=43",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p321,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-040,323-349,AG2 sections (28 sections),T30,3.2.2.1,"AG2 Sec-1 through Sec-17 (same flange widths 620/680, web 14mm, varying thicknesses)",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p323-349,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-041,350,Dead load AG1 Sec-3(Mx-Max),T31,3.2.2.2,"M=6673.7kNm,UFLG:620*27,WEB:2652*14,LFLG:680*21,σb(U)=-113<247,σb(L)=121<272",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p350,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-042,351,Dead load AG1 Sec-5(J-5),T32,3.2.2.2,"M=-9070.3kNm,UFLG:620*27,WEB:2643*14,LFLG:680*30,σb(U)=147<272,σb(L)=-133<250",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p351,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-043,352,Dead load AG1 Sec-6(Mx-Min_L),T33,3.2.2.2,"M=-13747.9kNm,UFLG:620*39,WEB:2614*14,LFLG:680*47(SM520-H)",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p352,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-044,379,Field splice - design equations,T34,3.2.4,"Bolt type: TCB M22(S10T), hole dia 24.5mm, M22 friction connection",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p379,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-045,382,AG1 J-1 UFLG splice,T35,3.2.4,"σc=187N/mm2,Ag=136.4cm2,bolt arrangement 620mm width, TCB M22",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p382,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-046,382-514,Field splice bolt tables per joint,T36,3.2.4,UFLG/LFLG/WEB bolts per joint for AG1 and AG2,,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p382-514,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-047,667-669,Flange-web weld verification table,T37,3.2.14,"Weld sizes per section (AG1 Sec-1 through AG1 Sec-17, AG2 sections)",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p667-669,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-048,669,Steel weight comparison,T38,3.2.16,"AG1 length=133.303m,AG2 length=132.847m,assumed weight 12.000kN/m",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p669,HIGH,UNVERIFIED
SRC-calculation_chapter_03_section_3_2_tables-049,669,Steel weight totals,T39,3.2.16,"Sum assumed=3193.800kN(325.566t),actual main steel=311.594t,ratio=95.7% OK",,,,,UNKNOWN_REQUIRES_REVIEW,calc_pdf_p669,HIGH,UNVERIFIED
