source_record_id,source_type,pdf_page_number,printed_page_number,chapter_id,section_id,source_locator,semantic_class,confidence,verification_status,notes
SRC-calculation_chapter_03_section_3_2_values-076,value,,,,3.2.15,,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,sole_plate_thickness_center
SRC-calculation_chapter_03_section_3_2_values-077,value,,,,3.2.15,,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,sole_plate_thickness_center_mid
SRC-calculation_chapter_03_section_3_2_values-078,value,,,,3.2.15,,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,seismic_horizontal_force_PU15
SRC-calculation_chapter_03_section_3_2_values-079,value,,,,3.2.15,,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,seismic_horizontal_force_PR1
SRC-calculation_chapter_03_section_3_2_values-080,value,,,,3.2.15,,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,seismic_horizontal_force_PR2
SRC-calculation_chapter_03_section_3_2_values-081,value,,,,3.2.15,,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,seismic_horizontal_force_AR2
CAL-FIG-P00678-001,figure,678,673,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p678,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Cross beam numbering CR1-001 through CR1-027
CAL-FIG-P00687-001,figure,687,682,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p687,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate cross beam 4500mm span
CAL-FIG-P00704-001,figure,704,699,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p704,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier cross beam section and load diagram
CAL-FIG-P00735-001,figure,735,730,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p735,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate pier cross beam section and load diagram
CAL-FML-P00677-001,formula,677,672,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p677,FORMULA_DEFINITION,HIGH,UNVERIFIED,断面力換算
CAL-FML-P00685-001,formula,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,FORMULA_DEFINITION,HIGH,UNVERIFIED,風荷重WS
CAL-FML-P00685-002,formula,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,風荷重数値代入
CAL-FML-P00686-001,formula,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,地震荷重L1
CAL-FML-P00689-001,formula,689,684,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p689,FORMULA_DEFINITION,HIGH,UNVERIFIED,曲率付加軸力W
CAL-FML-P00689-002,formula,689,684,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p689,FORMULA_DEFINITION,HIGH,UNVERIFIED,曲率付加軸力P
CAL-NOT-P00676-001,note,676,671,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p676,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00676-002,note,676,671,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p676,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00676-003,note,676,671,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p676,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00677-001,note,677,672,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p677,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00677-002,note,677,672,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p677,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00679-001,note,679,674,CAL-CH3,CAL-SEC-3.3.2,calc_pdf_p679,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00685-001,note,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00686-001,note,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00689-001,note,689,684,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p689,NOTE,HIGH,UNVERIFIED,
CAL-P00675-CAL-SEC-3.3-001,page_element,675,670,CAL-CH3,CAL-SEC-3.3,calc_pdf_p675,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Cross beam design section title page
CAL-P00676-CAL-SEC-3.3.1-001,page_element,676,671,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p676,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Design policy for cross beams
CAL-P00676-CAL-SEC-3.3.1-002,page_element,676,671,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p676,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Fundamental load distribution + horizontal resistance
CAL-P00676-CAL-SEC-3.3.1-003,page_element,676,671,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p676,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Load combinations 2 6 8 10 11 construction
CAL-P00676-CAL-SEC-3.3.1-004,page_element,676,671,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p676,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Intermediate cross beam WL omitted seismic L2 calculation
CAL-P00677-CAL-SEC-3.3.1-001,page_element,677,672,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p677,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Section force conversion formula
CAL-P00677-CAL-SEC-3.3.1-002,page_element,677,672,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p677,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Steel section only for pier beams no lateral buckling
CAL-P00678-CAL-SEC-3.3.1-001,page_element,678,673,CAL-CH3,CAL-SEC-3.3.1,calc_pdf_p678,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Cross beam numbering diagram
CAL-P00679-CAL-SEC-3.3.2-001,page_element,679,674,CAL-CH3,CAL-SEC-3.3.2,calc_pdf_p679,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Main frame section forces
CAL-P00679-CAL-SEC-3.3.2-002,page_element,679,674,CAL-CH3,CAL-SEC-3.3.2,calc_pdf_p679,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Load factors
CAL-P00679-CAL-SEC-3.3.2-003,page_element,679,674,CAL-CH3,CAL-SEC-3.3.2,calc_pdf_p679,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate cross beam section forces
CAL-P00685-CAL-SEC-3.3.3-001,page_element,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Wind and seismic load effects
CAL-P00685-CAL-SEC-3.3.3-002,page_element,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Wind load calculation
CAL-P00686-CAL-SEC-3.3.3-001,page_element,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Seismic L1 calculation
CAL-P00686-CAL-SEC-3.3.3-002,page_element,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Horizontal reaction table
CAL-P00687-CAL-SEC-3.3.4-001,page_element,687,682,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p687,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Intermediate cross beam design representative CR1-026
CAL-P00687-CAL-SEC-3.3.4-002,page_element,687,682,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p687,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Cross section flange 400x1800x500mm span 4500mm
CAL-P00688-CAL-SEC-3.3.4-001,page_element,688,683,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p688,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Design loads and load combination table
CAL-P00689-CAL-SEC-3.3.4-001,page_element,689,684,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p689,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Curvature additional force formula
CAL-P00689-CAL-SEC-3.3.4-002,page_element,689,684,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p689,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Curvature stress calculation table
CAL-P00691-CAL-SEC-3.3.4-001,page_element,691,686,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p691,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Plane frame analysis forces
CAL-P00696-CAL-SEC-3.3.4-001,page_element,696,691,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p696,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Section calculation representative group 1
CAL-P00696-CAL-SEC-3.3.4-002,page_element,696,691,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p696,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Section properties and check results
CAL-P00698-CAL-SEC-3.3.4-001,page_element,698,693,CAL-CH3,CAL-SEC-3.3.4,calc_pdf_p698,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,All group section check results
CAL-P00704-CAL-SEC-3.3.5-001,page_element,704,699,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p704,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,End pier cross beam design representative CR1-001
CAL-P00704-CAL-SEC-3.3.5-002,page_element,704,699,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p704,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier cross beam section and load diagram
CAL-P00705-CAL-SEC-3.3.5-001,page_element,705,700,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p705,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier load combinations
CAL-P00707-CAL-SEC-3.3.5-001,page_element,707,702,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p707,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier section forces
CAL-P00710-CAL-SEC-3.3.5-001,page_element,710,705,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p710,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier design forces
CAL-P00711-CAL-SEC-3.3.5-001,page_element,711,706,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p711,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier section checks
CAL-P00714-CAL-SEC-3.3.5-001,page_element,714,709,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p714,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier joint bolt calc
CAL-P00720-CAL-SEC-3.3.5-001,page_element,720,715,CAL-CH3,CAL-SEC-3.3.5,calc_pdf_p720,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,End pier all groups section checks
CAL-P00735-CAL-SEC-3.3.6-001,page_element,735,730,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p735,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Intermediate pier cross beam design
CAL-P00735-CAL-SEC-3.3.6-002,page_element,735,730,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p735,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate pier cross beam section
CAL-P00736-CAL-SEC-3.3.6-001,page_element,736,731,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p736,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate pier load combinations
CAL-P00738-CAL-SEC-3.3.6-001,page_element,738,733,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p738,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate pier section forces
CAL-P00741-CAL-SEC-3.3.6-001,page_element,741,736,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p741,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate pier section checks
CAL-P00744-CAL-SEC-3.3.6-001,page_element,744,739,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p744,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate pier bolt joint
CAL-P00757-CAL-SEC-3.3.6-001,page_element,757,752,CAL-CH3,CAL-SEC-3.3.6,calc_pdf_p757,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Intermediate pier all groups results
CAL-P00762-CAL-SEC-3.3.7-001,page_element,762,757,CAL-CH3,CAL-SEC-3.3.7,calc_pdf_p762,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Cross beam stiffener calculation per Doshin II 13.4
CAL-P00763-CAL-SEC-3.3.7-001,page_element,763,758,CAL-CH3,CAL-SEC-3.3.7,calc_pdf_p763,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Stiffener check table
CAL-P00764-CAL-SEC-3.3.7-001,page_element,764,759,CAL-CH3,CAL-SEC-3.3.7,calc_pdf_p764,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Stiffener check final
CAL-TBL-P00685-001,table,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DESIGN_INPUT,HIGH,UNVERIFIED,風荷重計算
CAL-TBL-P00685-002,table,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DIMENSION,HIGH,UNVERIFIED,風荷重計算
CAL-TBL-P00685-003,table,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DIMENSION,HIGH,UNVERIFIED,風荷重計算
CAL-TBL-P00685-004,table,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DERIVED_VALUE,HIGH,UNVERIFIED,風荷重計算
CAL-TBL-P00685-005,table,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,LOAD_VALUE,HIGH,UNVERIFIED,風荷重計算
CAL-TBL-P00686-001,table,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,ANALYSIS_RESULT,HIGH,UNVERIFIED,地震荷重
CAL-TBL-P00686-002,table,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,地震荷重
CAL-TBL-P00686-003,table,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,SECTION_PROPERTY,HIGH,UNVERIFIED,水平反力表
CAL-TBL-P00686-004,table,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,水平反力表
CAL-TBL-P00686-005,table,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,水平反力表
CAL-VAL-P00685-001,value,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DESIGN_INPUT,HIGH,UNVERIFIED,設計基準風速V
CAL-VAL-P00685-002,value,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DIMENSION,HIGH,UNVERIFIED,橋の総幅B
CAL-VAL-P00685-003,value,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DIMENSION,HIGH,UNVERIFIED,橋の総高D
CAL-VAL-P00685-004,value,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,DERIVED_VALUE,HIGH,UNVERIFIED,並列橋補正係数α
CAL-VAL-P00685-005,value,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,LOAD_VALUE,HIGH,UNVERIFIED,風荷重WS
CAL-VAL-P00685-006,value,685,680,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p685,LOAD_VALUE,HIGH,UNVERIFIED,床版部風荷重Ws
CAL-VAL-P00686-001,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,ANALYSIS_RESULT,HIGH,UNVERIFIED,全死荷重反力Wd
CAL-VAL-P00686-002,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,地震荷重L1 We
CAL-VAL-P00686-003,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,DERIVED_VALUE,HIGH,UNVERIFIED,水平震度L1 Kh
CAL-VAL-P00686-004,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,DIMENSION,HIGH,UNVERIFIED,支間長合計Lspan
CAL-VAL-P00686-005,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,PR1風反力Rw
CAL-VAL-P00686-006,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,PR1地震反力Re
CAL-VAL-P00686-007,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,PU15風反力Rw
CAL-VAL-P00686-008,value,686,681,CAL-CH3,CAL-SEC-3.3.3,calc_pdf_p686,LOAD_VALUE,HIGH,UNVERIFIED,PU15地震反力Re
CAL-FIG-P00766-001,figure,766,761,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p766,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,S1 bracket section 2146x1900mm
CAL-FIG-P00777-001,figure,777,772,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p777,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,S2 side bracket cross section
CAL-FML-P00767-001,formula,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,衝撃係数
CAL-FML-P00767-002,formula,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,衝撃係数衝突時
CAL-FML-P00769-001,formula,769,764,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p769,FORMULA_DEFINITION,HIGH,UNVERIFIED,衝突換算k
CAL-FML-P00770-001,formula,770,765,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p770,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,座屈パラメータα
CAL-FML-P00770-002,formula,770,765,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p770,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,σbrgd
CAL-FML-P00772-001,formula,772,767,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p772,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,τud
CAL-FML-P00774-001,formula,774,769,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p774,NUMERIC_SUBSTITUTION,HIGH,UNVERIFIED,たわみδ
CAL-NOT-P00766-001,note,766,761,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p766,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00768-001,note,768,763,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p768,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00769-001,note,769,764,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p769,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00770-001,note,770,765,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p770,NOTE,HIGH,UNVERIFIED,
CAL-NOT-P00773-001,note,773,768,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p773,NOTE,HIGH,UNVERIFIED,
CAL-P00765-CAL-SEC-3.4-001,page_element,765,760,CAL-CH3,CAL-SEC-3.4,calc_pdf_p765,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,End bracket design section title
CAL-P00766-CAL-SEC-3.4.1-001,page_element,766,761,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p766,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,S1 side design policy
CAL-P00766-CAL-SEC-3.4.1-002,page_element,766,761,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p766,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,S1 bracket section 2146x1900mm
CAL-P00766-CAL-SEC-3.4.1-003,page_element,766,761,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p766,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Load distribution width 3.046m
CAL-P00767-CAL-SEC-3.4.1-001,page_element,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Section forces at attachment
CAL-P00767-CAL-SEC-3.4.1-002,page_element,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Dead load moment -127.97kNm
CAL-P00767-CAL-SEC-3.4.1-003,page_element,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Live load moment P=100kN impact
CAL-P00768-CAL-SEC-3.4.1-001,page_element,768,763,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p768,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Collision load 35kN
CAL-P00768-CAL-SEC-3.4.1-002,page_element,768,763,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p768,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Wind load moment -8.49kNm
CAL-P00769-CAL-SEC-3.4.1-001,page_element,769,764,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p769,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Design forces M=-308.9 S=288.0
CAL-P00770-CAL-SEC-3.4.1-001,page_element,770,765,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p770,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Section calculation
CAL-P00770-CAL-SEC-3.4.1-002,page_element,770,765,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p770,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Section properties
CAL-P00771-CAL-SEC-3.4.1-001,page_element,771,766,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p771,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Bending stress check 95MPa
CAL-P00772-CAL-SEC-3.4.1-001,page_element,772,767,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p772,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Shear check 41MPa
CAL-P00773-CAL-SEC-3.4.1-001,page_element,773,768,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p773,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Stiffener calculation
CAL-P00773-CAL-SEC-3.4.1-002,page_element,773,768,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p773,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Stiffener PL80x9
CAL-P00774-CAL-SEC-3.4.1-001,page_element,774,769,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p774,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,Live load deflection check
CAL-P00774-CAL-SEC-3.4.1-002,page_element,774,769,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p774,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Deflection calc
CAL-P00775-CAL-SEC-3.4.1-001,page_element,775,770,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p775,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Deflection and bolt joint check
CAL-P00776-CAL-SEC-3.4.1-001,page_element,776,771,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p776,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,Bolt joint final S1
CAL-P00777-CAL-SEC-3.4.2-001,page_element,777,772,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p777,UNKNOWN_REQUIRES_REVIEW,HIGH,UNVERIFIED,S2 side bracket design
CAL-P00777-CAL-SEC-3.4.2-002,page_element,777,772,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p777,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,S2 bracket section
CAL-P00778-CAL-SEC-3.4.2-001,page_element,778,773,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p778,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,S2 moments
CAL-P00779-CAL-SEC-3.4.2-001,page_element,779,774,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p779,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,S2 design forces
CAL-P00780-CAL-SEC-3.4.2-001,page_element,780,775,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p780,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,S2 section checks
CAL-P00781-CAL-SEC-3.4.2-001,page_element,781,776,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p781,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,S2 stiffener deflection
CAL-P00782-CAL-SEC-3.4.2-001,page_element,782,777,CAL-CH3,CAL-SEC-3.4.2,calc_pdf_p782,UNKNOWN_REQUIRES_REVIEW,MEDIUM,UNVERIFIED,S2 bolt joint final
CAL-TBL-P00767-001,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,死荷重曲げ
CAL-TBL-P00767-002,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,死荷重曲げ
CAL-TBL-P00767-003,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,死荷重曲げ
CAL-TBL-P00767-004,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,死荷重曲げ
CAL-TBL-P00767-005,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,死荷重曲げ
CAL-TBL-P00767-006,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,死荷重曲げ
CAL-TBL-P00767-007,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,死荷重曲げ
CAL-TBL-P00767-008,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,活荷重曲げ
CAL-TBL-P00767-009,table,767,762,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p767,LOAD_VALUE,HIGH,UNVERIFIED,活荷重曲げ
CAL-TBL-P00769-001,table,769,764,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p769,ANALYSIS_RESULT,HIGH,UNVERIFIED,設計断面力
CAL-TBL-P00769-002,table,769,764,CAL-CH3,CAL-SEC-3.4.1,calc_pdf_p769,ANALYSIS_RESULT,HIGH,UNVERIFIED,設計断面力
