golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-AD-0016,adopted_design,adopted_dimension.girder_spacing,ENT-DECK,4500,mm,4.5,m,girder_spacing,"DWG-DIM-S001-004,CH1-TBL-064",AD-045,calc_pdf_p10,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Main girder spacing 4500 mm.
G-AD-0017,adopted_design,adopted_dimension.girder_height,ENT-DECK,2700,mm,2.7,m,girder_height,"DWG-DIM-S001-005,SRC-calculation_chapter_03_section_3_2_values-009",AD-046,calc_pdf_p293,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Reference girder height 2700 mm.
G-AD-0018,adopted_design,adopted_dimension.deck_thickness,ENT-DECK,230,mm,0.23,m,deck_thickness,"CH1-VAL-022,CH2-VAL-022,DWG-DIM-S009-007",AD-047,calc_pdf_p7,DWG-S009,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Composite deck thickness 230 mm.
G-AD-0019,adopted_design,adopted_dimension.pavement_thickness,ENT-DECK,80,mm,0.08,m,DIMENSION,"CH1-VAL-021,DWG-DIM-S009-008",AD-048,calc_pdf_p7,DWG-S009,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Pavement thickness 80 mm.
G-AD-0020,adopted_design,adopted_dimension.stud_size,ENT-DECK,φ16×160,mm,,,DIMENSION,"ADV-008,CH2-VAL-030",AD-049,calc_pdf_p19,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Composite-deck stud size phi16x160 mm.
G-AD-0021,adopted_design,adopted_dimension.main_rebar,ENT-DECK,D19@100,,,,IDENTIFIER,"ADV-009,CH2-VAL-034",AD-050,calc_pdf_p20,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Composite slab main reinforcement D19@100.
G-AD-0022,adopted_design,adopted_dimension.distribution_rebar_support,ENT-DECK,D22@125,,,,IDENTIFIER,"ADV-010,CH2-VAL-037",AD-051,calc_pdf_p20,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Distribution rebar at intermediate support D22@125.
G-AD-0023,adopted_design,adopted_dimension.rib_height,ENT-DECK,100,mm,0.1,m,DIMENSION,"ADV-016,CH2-VAL-028",AD-052,calc_pdf_p19,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Composite deck lateral rib height 100 mm.
G-AD-0024,adopted_design,adopted_material.steel_sm490y,ENT-GIRDER-AG1,SM490Y,,,,steel_grade,"MATSEC-004,CH1-VAL-027,CH2-VAL-009",AD-008,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Main structural steel grade.
G-AD-0025,adopted_design,adopted_material.steel_sm400,ENT-GIRDER-AG1,SM400,,,,steel_grade,"MATSEC-005,CH1-VAL-028",AD-009,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Mild steel grade.
G-AD-0026,adopted_design,adopted_material.steel_sm520,ENT-GIRDER-AG1,SM520,,,,steel_grade,"MATSEC-003,CH1-VAL-026",AD-010,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,High-strength steel grade.
G-AD-0027,adopted_design,adopted_material.steel_ss400,ENT-GIRDER-AG1,SS400,,,,steel_grade,"MATSEC-006,CH1-VAL-029",AD-011,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,General structural steel grade.
G-AD-0028,adopted_design,adopted_material.steel_sm520h,ENT-GIRDER-AG1,SM520-H,,,,steel_grade,"SRC-calculation_chapter_03_section_3_2_values-006,ADV-007",AD-012,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,High-strength steel for thick plates (47 mm LFLG Sec-6).
G-AD-0029,adopted_design,adopted_material.rebar_sd345,ENT-GIRDER-AG1,SD345,,,,MATERIAL_PROPERTY,"MATSEC-013,CH1-VAL-033",AD-013,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Rebar grade.
G-AD-0030,adopted_design,adopted_material.concrete_deck_ck30,ENT-GIRDER-AG1,30,N/mm2,30,N/mm2,concrete_strength,"MATSEC-010,CH1-VAL-030,CH2-VAL-020",AD-014,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Concrete design strength for composite deck / wrapping.
G-AD-0031,adopted_design,adopted_material.concrete_wall_rail_ck24,ENT-GIRDER-AG1,24,N/mm2,24,N/mm2,concrete_strength,CH1-VAL-031,AD-015,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Concrete design strength wall rail.
G-AD-0032,adopted_design,adopted_material.elastic_modulus_steel,ENT-GIRDER-AG1,2.0e8,kN/m2,2.0e8,kN/m2,elastic_modulus,"MATSEC-001,CAL-VAL-P00149-001",AD-016,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Steel Young's modulus E=2.0e8 kN/m2.
G-AD-0033,adopted_design,adopted_material.shear_modulus_steel,ENT-GIRDER-AG1,7.7e7,kN/m2,7.7e7,kN/m2,shear_modulus,"MATSEC-002,CAL-VAL-P00149-002",AD-017,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Steel shear modulus G=7.7e7 kN/m2.
G-AD-0034,adopted_design,adopted_material.yield_strength_sm490y,ENT-GIRDER-AG1,355,N/mm2,355,N/mm2,yield_strength,"MATSEC-007,CAL-VAL-P01285-001,CH2-VAL-011",AD-018,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,SM490Y yield point sigma_y.
G-AD-0035,adopted_design,adopted_material.tensile_strength_sm490y,ENT-GIRDER-AG1,490,N/mm2,490,N/mm2,MATERIAL_PROPERTY,"MATSEC-008,CAL-VAL-P01285-002",AD-019,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,SM490Y tensile strength sigma_su.
G-AD-0036,adopted_design,adopted_material.shear_yield_sm490y,ENT-GIRDER-AG1,205,N/mm2,205,N/mm2,MATERIAL_PROPERTY,"MATSEC-009,CAL-VAL-P01285-003",AD-020,calc_pdf_p149,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,SM490Y shear yield tau_y.
G-AD-0037,adopted_design,adopted_bearing.PU15.type,ENT-SUPPORT-PU15,E,,,,bearing_type,CH5-VAL-004,AD-021,calc_pdf_p2027,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"PU15 elastic-fixed bearing (E), side-block restraint."
G-AD-0038,adopted_design,adopted_bearing.PU15.rubber_layer,ENT-SUPPORT-PU15,32,mm,0.032,m,DIMENSION,"ADV-011,CH5-VAL-016",AD-022,calc_pdf_p2031,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PU15 rubber layer te=32 mm x 5 layers.
G-AD-0039,adopted_design,adopted_bearing.PU15.rubber_total,ENT-SUPPORT-PU15,160,mm,0.16,m,DIMENSION,CH5-VAL-017,AD-023,calc_pdf_p2031,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PU15 total rubber thickness sum te.
G-AD-0040,adopted_design,adopted_bearing.PU15.lead_plug,ENT-SUPPORT-PU15,95,mm,0.095,m,DIMENSION,"ADV-013,CH5-VAL-024",AD-025,calc_pdf_p2031,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PU15 lead plug diameter phi_d 95 mm x 4.
G-AD-0041,adopted_design,adopted_bearing.PU15.stiffness,ENT-SUPPORT-PU15,12.391,kN/mm,12.391,kN/mm,MATERIAL_PROPERTY,CH5-VAL-031,AD-027,calc_pdf_p2034,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PU15 combined stiffness Km at +-50 deg C.
G-AD-0042,adopted_design,adopted_bearing.PR1.type,ENT-SUPPORT-PR1,E,,,,bearing_type,CH5-VAL-004,AD-028,calc_pdf_p2027,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PR1 elastic-fixed bearing (E).
G-AD-0043,adopted_design,adopted_bearing.PR1.rubber_layer,ENT-SUPPORT-PR1,37,mm,0.037,m,DIMENSION,"ADV-012,CH5-VAL-018",AD-029,calc_pdf_p2031,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PR1 rubber layer te=37 mm x 5 layers.
G-AD-0044,adopted_design,adopted_bearing.PR1.rubber_total,ENT-SUPPORT-PR1,185,mm,0.185,m,DIMENSION,CH5-VAL-019,AD-030,calc_pdf_p2031,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PR1 total rubber thickness sum te.
G-AD-0045,adopted_design,adopted_bearing.PR1.lead_plug,ENT-SUPPORT-PR1,150,mm,0.15,m,DIMENSION,"ADV-014,CH5-VAL-025",AD-031,calc_pdf_p2031,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PR1 lead plug diameter phi_d 150 mm.
G-AD-0046,adopted_design,adopted_bearing.PR1.stiffness,ENT-SUPPORT-PR1,37.613,kN/mm,37.613,kN/mm,MATERIAL_PROPERTY,CH5-VAL-032,AD-032,calc_pdf_p2034,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PR1 combined stiffness Km at +-50 deg C.
G-AD-0047,adopted_design,adopted_bearing.PR2.stiffness,ENT-SUPPORT-PR2,35.271,kN/mm,35.271,kN/mm,MATERIAL_PROPERTY,CH5-VAL-033,AD-033,calc_pdf_p2034,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,PR2 combined stiffness Km at +-50 deg C.
G-AD-0048,adopted_design,adopted_bearing.AR2.stiffness,ENT-SUPPORT-AR2,12.112,kN/mm,12.112,kN/mm,MATERIAL_PROPERTY,CH5-VAL-034,AD-034,calc_pdf_p2034,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,AR2 combined stiffness Km at +-50 deg C.
G-AD-0049,adopted_design,adopted_bearing.step_prevention.buffer,ENT-SUPPORT-AR2,900,mm,0.9,m,DIMENSION,"ADV-015,CH5-VAL-048",AD-035,calc_pdf_p2192,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Step-prevention buffer length 900 mm.
G-AD-0050,adopted_design,adopted_bearing.step_prevention.top_plate,ENT-SUPPORT-AR2,25,mm,0.025,m,DIMENSION,CH5-VAL-050,AD-036,calc_pdf_p2192,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Step-prevention top plate thickness 25 mm.
