audit_id,file,row_identifier,issue_type,issue_value,repaired_value,shift_delta,rationale
P2IIB-REP-0532,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00850-002,column_shift,"[""CAL-FML-P00850-002"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1 delta_sigma"", ""delta_sigma=|14-(-4)|*3.00=54N/mm2"", ""14"", ""-4"", ""3.00"", """", ""NUMERIC_SUBSTITUTION"", ""CAL-P00850"", ""HIGH"", ""UNVERIFIED""]","[""CAL-FML-P00850-002"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1 delta_sigma"", ""delta_sigma=|14-(-4)|*3.00=54N/mm2"", ""14, -4, 3.00"", """", ""NUMERIC_SUBSTITUTION"", ""CAL-P00850"", ""HIGH"", ""UNVERIFIED""]",2,"formula row re-aligned: expression='delta_sigma=|14-(-4)|*3.00=54N/mm2', variable_symbols='14, -4, 3.00'"
P2IIB-REP-0533,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00852-001,column_shift,"[""CAL-FML-P00852-001"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""nti"", ""nti=ADTTSLi*gamma_n*365*Y=379*0.03*365*100=0.42e6"", ""ADTTSLi=379"", ""gamma_n=0.03"", ""Y=100"", ""道示II式8.2.3"", ""NUMERIC_SUBSTITUTION"", ""CAL-P00852"", ""HIGH"", ""UNVERIFIED""]","[""CAL-FML-P00852-001"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""nti"", ""nti=ADTTSLi*gamma_n*365*Y=379*0.03*365*100=0.42e6"", ""ADTTSLi=379, gamma_n=0.03, Y=100"", ""道示II式8.2.3"", ""NUMERIC_SUBSTITUTION"", ""CAL-P00852"", ""HIGH"", ""UNVERIFIED""]",2,"formula row re-aligned: expression='nti=ADTTSLi*gamma_n*365*Y=379*0.03*365*100=0.42e6', variable_symbols='ADTTSLi=379, gamma_n=0.03, Y=100'"
P2IIB-REP-0534,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00852-002,column_shift,"[""CAL-FML-P00852-002"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""Ni"", ""j"", ""Ni"", ""j=2e6*(delta_sigma_f*CR*Ct)^3/delta_sigma_i"", ""j^3"", ""delta_sigma_f=50"", ""CR=1.00"", ""Ct=1.00"", ""delta_sigma=54"", """", ""NUMERIC_SUBSTITUTION"", ""CAL-P00852"", ""HIGH"", ""UNVERIFIED""]","[""CAL-FML-P00852-002"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""Ni"", ""j"", ""Ni, j=2e6*(delta_sigma_f*CR*Ct)^3/delta_sigma_i, j^3, delta_sigma_f=50, CR=1.00, Ct=1.00, delta_sigma=54"", """", ""NUMERIC_SUBSTITUTION"", ""CAL-P00852"", ""HIGH"", ""UNVERIFIED""]",6,"formula row re-aligned: expression='j', variable_symbols='Ni, j=2e6*(delta_sigma_f*CR*Ct)^3/delta_sigma_i, j^3, delta_sigma_f=50, CR=1.00, Ct=1.00, delta_sigma=54'"
P2IIB-REP-0535,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00845-001,source_locator_derivation,CAL-P00845,calc_pdf_p845,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=845 per locator contract
P2IIB-REP-0536,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00846-001,source_locator_derivation,CAL-P00846,calc_pdf_p846,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=846 per locator contract
P2IIB-REP-0537,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00850-001,source_locator_derivation,CAL-P00850,calc_pdf_p850,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=850 per locator contract
P2IIB-REP-0538,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00850-002,source_locator_derivation,CAL-P00850,calc_pdf_p850,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=850 per locator contract
P2IIB-REP-0539,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00852-001,source_locator_derivation,CAL-P00852,calc_pdf_p852,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=852 per locator contract
P2IIB-REP-0540,calculation/chapter_03/section_3_7/formulas.csv,CAL-FML-P00852-002,source_locator_derivation,CAL-P00852,calc_pdf_p852,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=852 per locator contract
P2IIB-REP-0541,calculation/chapter_03/section_3_7/notes.csv,CAL-NOT-P00843-001,source_locator_derivation,CAL-P00843,calc_pdf_p843,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=843 per locator contract
P2IIB-REP-0542,calculation/chapter_03/section_3_7/notes.csv,CAL-NOT-P00845-001,source_locator_derivation,CAL-P00845,calc_pdf_p845,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=845 per locator contract
P2IIB-REP-0543,calculation/chapter_03/section_3_7/notes.csv,CAL-NOT-P00846-001,source_locator_derivation,CAL-P00846,calc_pdf_p846,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=846 per locator contract
P2IIB-REP-0544,calculation/chapter_03/section_3_7/notes.csv,CAL-NOT-P00848-001,source_locator_derivation,CAL-P00848,calc_pdf_p848,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=848 per locator contract
P2IIB-REP-0545,calculation/chapter_03/section_3_7/notes.csv,CAL-NOT-P00851-001,source_locator_derivation,CAL-P00851,calc_pdf_p851,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=851 per locator contract
P2IIB-REP-0546,calculation/chapter_03/section_3_7/notes.csv,CAL-NOT-P00854-001,source_locator_derivation,CAL-P00854,calc_pdf_p854,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=854 per locator contract
P2IIB-REP-0547,calculation/chapter_03/section_3_7/notes.csv,CAL-NOT-P00860-001,source_locator_derivation,CAL-P00860,calc_pdf_p860,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=860 per locator contract
P2IIB-REP-0548,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00850-CAL-SEC-3.7.1-001,column_shift,"[""CAL-P00850-CAL-SEC-3.7.1-001"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""table"", ""No.1断面諸量 Rc=2998.500m Ix=0.077140m4 y=0.9080m 断面力/応力度 載荷横断1-27 Mx kNm/CAL-P00850"", ""TEXT_EXTRACTED"", ""MEDIUM"", ""No.1 section properties and forces""]","[""CAL-P00850-CAL-SEC-3.7.1-001"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""table"", ""No.1断面諸量 Rc=2998.500m Ix=0.077140m4 y=0.9080m 断面力/応力度 載荷横断1-27 Mx kNm"", ""CAL-P00850"", ""TEXT_EXTRACTED"", ""MEDIUM"", ""No.1 section properties and forces""]",-1,"page_elements re-aligned: title_raw='No.1断面諸量 Rc=2998.500m Ix=0.077140m4 y=0.9080m 断面力/応力度 載荷横断1-27 Mx kNm', source_locator='CAL-P00850', extraction_status='TEXT_EXTRACTED', confidence='MEDIUM'"
P2IIB-REP-0549,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00853-CAL-SEC-3.7.1-001,column_shift,"[""CAL-P00853-CAL-SEC-3.7.1-001"", ""853"", ""848"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""table"", ""No.2 AG1 J-14 Ix=0.076329m4 y=-1.3405m E等級 断面力/応力度+CAL-P00853"", ""TEXT_EXTRACTED"", ""MEDIUM"", ""No.2 section properties""]","[""CAL-P00853-CAL-SEC-3.7.1-001"", ""853"", ""848"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""table"", ""No.2 AG1 J-14 Ix=0.076329m4 y=-1.3405m E等級 断面力/応力度"", ""CAL-P00853"", ""TEXT_EXTRACTED"", ""MEDIUM"", ""No.2 section properties""]",-1,"page_elements re-aligned: title_raw='No.2 AG1 J-14 Ix=0.076329m4 y=-1.3405m E等級 断面力/応力度', source_locator='CAL-P00853', extraction_status='TEXT_EXTRACTED', confidence='MEDIUM'"
P2IIB-REP-0550,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00842-CAL-SEC-3.7-001,source_locator_derivation,CAL-P00842,calc_pdf_p842,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=842 per locator contract
P2IIB-REP-0551,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00843-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00843,calc_pdf_p843,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=843 per locator contract
P2IIB-REP-0552,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00843-CAL-SEC-3.7.1-002,source_locator_derivation,CAL-P00843,calc_pdf_p843,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=843 per locator contract
P2IIB-REP-0553,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00844-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00844,calc_pdf_p844,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=844 per locator contract
P2IIB-REP-0554,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00845-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00845,calc_pdf_p845,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=845 per locator contract
P2IIB-REP-0555,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00845-CAL-SEC-3.7.1-002,source_locator_derivation,CAL-P00845,calc_pdf_p845,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=845 per locator contract
P2IIB-REP-0556,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00845-CAL-SEC-3.7.1-003,source_locator_derivation,CAL-P00845,calc_pdf_p845,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=845 per locator contract
P2IIB-REP-0557,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00846-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00846,calc_pdf_p846,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=846 per locator contract
P2IIB-REP-0558,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00847-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00847,calc_pdf_p847,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=847 per locator contract
P2IIB-REP-0559,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00848-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00848,calc_pdf_p848,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=848 per locator contract
P2IIB-REP-0560,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00849-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00849,calc_pdf_p849,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=849 per locator contract
P2IIB-REP-0561,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00850-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00850,calc_pdf_p850,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=850 per locator contract
P2IIB-REP-0562,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00851-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00851,calc_pdf_p851,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=851 per locator contract
P2IIB-REP-0563,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00852-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00852,calc_pdf_p852,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=852 per locator contract
P2IIB-REP-0564,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00853-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00853,calc_pdf_p853,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=853 per locator contract
P2IIB-REP-0565,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00854-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00854,calc_pdf_p854,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=854 per locator contract
P2IIB-REP-0566,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00855-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00855,calc_pdf_p855,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=855 per locator contract
P2IIB-REP-0567,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00856-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00856,calc_pdf_p856,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=856 per locator contract
P2IIB-REP-0568,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00859-CAL-SEC-3.7.1-001,source_locator_derivation,CAL-P00859,calc_pdf_p859,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=859 per locator contract
P2IIB-REP-0569,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00860-CAL-SEC-3.7.2-001,source_locator_derivation,CAL-P00860,calc_pdf_p860,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=860 per locator contract
P2IIB-REP-0570,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00860-CAL-SEC-3.7.2-002,source_locator_derivation,CAL-P00860,calc_pdf_p860,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=860 per locator contract
P2IIB-REP-0571,calculation/chapter_03/section_3_7/page_elements.csv,CAL-P00870-CAL-SEC-3.7.2-001,source_locator_derivation,CAL-P00870,calc_pdf_p870,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=870 per locator contract
P2IIB-REP-0572,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00845-001,column_shift,"[""CAL-TBL-P00845-001"", ""845"", ""840"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""照査条件"", ""項目/値"", ""最小支間長"", ""40.020 m"", ""40.020"", ""m"", ""40.020"", ""m"", ""DIMENSION"", ""CAL-P00845-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00845-001"", ""845"", ""840"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""照査条件"", ""項目/値"", ""最小支間長"", """", ""40.020 m"", ""40.020"", ""m"", ""40.020"", ""m"", ""DIMENSION"", ""CAL-P00845-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0573,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00845-002,column_shift,"[""CAL-TBL-P00845-002"", ""845"", ""840"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""照査条件"", ""項目/値"", ""ADTTSLi"", ""379台"", ""379"", ""台"", ""379"", ""台"", ""LOAD_VALUE"", ""CAL-P00845-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00845-002"", ""845"", ""840"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""照査条件"", ""項目/値"", ""ADTTSLi"", """", ""379台"", ""379"", ""台"", ""379"", ""台"", ""LOAD_VALUE"", ""CAL-P00845-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0574,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00845-003,column_shift,"[""CAL-TBL-P00845-003"", ""845"", ""840"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""照査条件"", ""項目/値"", ""F荷重"", ""200 kN"", ""200"", ""kN"", ""200"", ""kN"", ""LOAD_VALUE"", ""CAL-P00845-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00845-003"", ""845"", ""840"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""照査条件"", ""項目/値"", ""F荷重"", """", ""200 kN"", ""200"", ""kN"", ""200"", ""kN"", ""LOAD_VALUE"", ""CAL-P00845-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0575,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00850-001,column_shift,"[""CAL-TBL-P00850-001"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1断面"", ""項目/値"", ""Rc"", ""2998.500 m"", ""2998.500"", ""m"", ""2998.500"", ""m"", ""DIMENSION"", ""CAL-P00850-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00850-001"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1断面"", ""項目/値"", ""Rc"", """", ""2998.500 m"", ""2998.500"", ""m"", ""2998.500"", ""m"", ""DIMENSION"", ""CAL-P00850-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0576,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00850-002,column_shift,"[""CAL-TBL-P00850-002"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1断面"", ""項目/値"", ""Ix"", ""0.077140 m4"", ""0.077140"", ""m4"", ""0.077140"", ""m4"", ""SECTION_PROPERTY"", ""CAL-P00850-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00850-002"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1断面"", ""項目/値"", ""Ix"", """", ""0.077140 m4"", ""0.077140"", ""m4"", ""0.077140"", ""m4"", ""SECTION_PROPERTY"", ""CAL-P00850-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0577,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00850-003,column_shift,"[""CAL-TBL-P00850-003"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1断面"", ""項目/値"", ""y"", ""0.9080 m"", ""0.9080"", ""m"", ""0.9080"", ""m"", ""DIMENSION"", ""CAL-P00850-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00850-003"", ""850"", ""845"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1断面"", ""項目/値"", ""y"", """", ""0.9080 m"", ""0.9080"", ""m"", ""0.9080"", ""m"", ""DIMENSION"", ""CAL-P00850-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0578,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00851-001,column_shift,"[""CAL-TBL-P00851-001"", ""851"", ""846"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1応力範囲"", ""項目/値"", ""delta_sigma_max"", ""54 N/mm2"", ""54"", ""N/mm2"", ""54"", ""N/mm2"", ""ANALYSIS_RESULT"", ""CAL-P00851-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00851-001"", ""851"", ""846"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1応力範囲"", ""項目/値"", ""delta_sigma_max"", """", ""54 N/mm2"", ""54"", ""N/mm2"", ""54"", ""N/mm2"", ""ANALYSIS_RESULT"", ""CAL-P00851-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0579,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00851-002,column_shift,"[""CAL-TBL-P00851-002"", ""851"", ""846"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1応力範囲"", ""項目/値"", ""delta_sigma_ce(G)"", ""32 N/mm2"", ""32"", ""N/mm2"", ""32"", ""N/mm2"", ""MATERIAL_PROPERTY"", ""CAL-P00851-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00851-002"", ""851"", ""846"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1応力範囲"", ""項目/値"", ""delta_sigma_ce(G)"", """", ""32 N/mm2"", ""32"", ""N/mm2"", ""32"", ""N/mm2"", ""MATERIAL_PROPERTY"", ""CAL-P00851-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0580,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00851-003,column_shift,"[""CAL-TBL-P00851-003"", ""851"", ""846"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1応力範囲"", ""項目/値"", ""簡便照査 54>32 NG"", ""NG"", """", """", """", ""VERIFICATION_RESULT"", ""CAL-P00851-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00851-003"", ""851"", ""846"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1応力範囲"", ""項目/値"", ""簡便照査 54>32 NG"", """", """", ""NG"", """", """", """", ""VERIFICATION_RESULT"", ""CAL-P00851-TBL"", ""HIGH"", ""UNVERIFIED""]",-2,LEFT-shift: inserted 2 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0581,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00852-001,column_shift,"[""CAL-TBL-P00852-001"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1損傷度"", ""項目/値"", ""nti"", ""0.42e6回"", ""0.42e6"", ""回"", ""420000"", ""回"", ""LOAD_VALUE"", ""CAL-P00852-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00852-001"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1損傷度"", ""項目/値"", ""nti"", """", ""0.42e6回"", ""0.42e6"", ""回"", ""420000"", ""回"", ""LOAD_VALUE"", ""CAL-P00852-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0582,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00852-002,column_shift,"[""CAL-TBL-P00852-002"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1損傷度"", ""項目/値"", ""N1_1"", ""1.61e6回"", ""1.61e6"", ""回"", ""1610000"", ""回"", ""ANALYSIS_RESULT"", ""CAL-P00852-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00852-002"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1損傷度"", ""項目/値"", ""N1_1"", """", ""1.61e6回"", ""1.61e6"", ""回"", ""1610000"", ""回"", ""ANALYSIS_RESULT"", ""CAL-P00852-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0583,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00852-003,column_shift,"[""CAL-TBL-P00852-003"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1損傷度"", ""項目/値"", ""D"", ""0.26<=1.0 OK"", ""0.26"", """", ""0.26"", """", ""VERIFICATION_RESULT"", ""CAL-P00852-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00852-003"", ""852"", ""847"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.1損傷度"", ""項目/値"", ""D"", """", ""0.26<=1.0 OK"", ""0.26"", """", ""0.26"", """", ""VERIFICATION_RESULT"", ""CAL-P00852-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0584,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00853-001,column_shift,"[""CAL-TBL-P00853-001"", ""853"", ""848"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2断面"", ""項目/値"", ""Ix"", ""0.076329 m4"", ""0.076329"", ""m4"", ""0.076329"", ""m4"", ""SECTION_PROPERTY"", ""CAL-P00853-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00853-001"", ""853"", ""848"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2断面"", ""項目/値"", ""Ix"", """", ""0.076329 m4"", ""0.076329"", ""m4"", ""0.076329"", ""m4"", ""SECTION_PROPERTY"", ""CAL-P00853-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0585,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00853-002,column_shift,"[""CAL-TBL-P00853-002"", ""853"", ""848"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2断面"", ""項目/値"", ""y"", ""-1.3405 m"", ""-1.3405"", ""m"", ""-1.3405"", ""m"", ""DIMENSION"", ""CAL-P00853-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00853-002"", ""853"", ""848"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2断面"", ""項目/値"", ""y"", """", ""-1.3405 m"", ""-1.3405"", ""m"", ""-1.3405"", ""m"", ""DIMENSION"", ""CAL-P00853-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0586,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00854-001,column_shift,"[""CAL-TBL-P00854-001"", ""854"", ""849"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2応力範囲"", ""項目/値"", ""delta_sigma_max"", ""80 N/mm2"", ""80"", ""N/mm2"", ""80"", ""N/mm2"", ""ANALYSIS_RESULT"", ""CAL-P00854-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00854-001"", ""854"", ""849"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2応力範囲"", ""項目/値"", ""delta_sigma_max"", """", ""80 N/mm2"", ""80"", ""N/mm2"", ""80"", ""N/mm2"", ""ANALYSIS_RESULT"", ""CAL-P00854-TBL"", ""HIGH"", ""UNVERIFIED""]",-1,LEFT-shift: inserted 1 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0587,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00854-002,column_shift,"[""CAL-TBL-P00854-002"", ""854"", ""849"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2応力範囲"", ""項目/値"", ""CR(応力比R=2.25)"", ""1.30"", """", ""1.30"", """", ""COEFFICIENT"", ""CAL-P00854-TBL"", ""HIGH"", ""UNVERIFIED""]","[""CAL-TBL-P00854-002"", ""854"", ""849"", ""CAL-CH3"", ""CAL-SEC-3.7.1"", ""No.2応力範囲"", ""項目/値"", ""CR(応力比R=2.25)"", """", """", ""1.30"", """", ""1.30"", """", ""COEFFICIENT"", ""CAL-P00854-TBL"", ""HIGH"", ""UNVERIFIED""]",-2,LEFT-shift: inserted 2 empty cell(s) at column index 8 (column_key) to restore header alignment
P2IIB-REP-0588,calculation/chapter_03/section_3_7/tables.csv,CAL-TBL-P00845-001,source_locator_derivation,CAL-P00845-TBL,calc_pdf_p845,0,derived 'calc_pdf_p{pdf_page_number}' from pdf_page_number=845 per locator contract
